Date,jd,Body,EclType,Mag
-1306-Mar-18,1244130.00,L,T,2.66
-1306-Sep-11,1244306.00,L,T,2.86
-1305-Aug-17,1244646.00,S,p,0.90
-1305-Aug-31,1244660.00,L,P,1.52
-1304-Jan-27,1244810.00,L,N,0.59
-1304-Feb-10,1244824.00,S,p,0.94
-1304-Jul-21,1244986.00,L,N,0.70
-1303-Jan-15,1245164.00,L,P,1.86
-1303-Jan-30,1245178.00,S,p,0.03
-1302-Jan-04,1245518.00,L,T,2.59
-1302-Jun-30,1245694.00,L,T,2.30
-1302-Dec-24,1245872.00,L,P,1.32
-1301-Jun-05,1246034.00,S,p,0.60
-1301-Jun-20,1246050.00,L,N,0.87
-1301-Nov-14,1246196.00,L,N,0.62
-1301-Nov-29,1246212.00,S,p,0.06
-1300-May-09,1246372.00,L,P,1.13
-1300-Nov-17,1246564.00,S,p,0.84
-1299-Apr-28,1246726.00,L,T,2.59
-1299-Oct-23,1246904.00,L,T,2.69
-1298-Oct-12,1247258.00,L,P,1.43
-1297-Mar-09,1247406.00,L,N,0.59
-1297-Sep-02,1247584.00,L,N,0.29
-1297-Oct-01,1247612.00,L,N,0.21
-1295-Feb-15,1248116.00,L,T,2.53
-1295-Aug-11,1248292.00,L,T,2.68
-1294-Feb-04,1248470.00,L,P,1.22
-1294-Jul-31,1248646.00,L,P,1.35
-1294-Dec-26,1248794.00,L,N,0.56
-1293-Jun-21,1248972.00,L,N,0.83
-1293-Dec-15,1249148.00,L,P,1.87
-1292-Jun-09,1249326.00,L,T,2.21
-1291-May-29,1249680.00,L,T,2.16
-1291-Nov-08,1249842.00,S,p,0.12
-1291-Nov-23,1249858.00,L,P,1.34
-1290-Apr-19,1250004.00,L,N,0.17
-1290-May-05,1250020.00,S,p,0.36
-1289-Apr-09,1250360.00,L,P,1.56
-1287-Mar-18,1251068.00,L,P,1.37
-1287-Sep-10,1251244.00,L,P,1.58
-1285-Jul-22,1251924.00,L,P,1.89
-1284-Jan-15,1252102.00,L,T,2.62
-1283-Jan-04,1252456.00,L,P,1.34
-1283-Jun-15,1252618.00,S,p,0.77
-1283-Dec-24,1252810.00,L,N,0.16
-1282-May-20,1252958.00,L,N,0.98
-1282-Nov-14,1253136.00,L,P,1.81
-1281-Nov-04,1253490.00,L,T,2.70
-1280-Apr-14,1253652.00,S,p,0.29
-1280-Apr-28,1253666.00,L,P,1.85
-1280-Oct-23,1253844.00,L,P,1.45
-1279-Apr-03,1254006.00,S,p,0.43
-1279-Oct-12,1254198.00,L,N,0.24
-1278-Mar-09,1254346.00,L,P,1.79
-1278-Sep-01,1254522.00,L,P,1.62
-1277-Feb-26,1254700.00,L,T,2.62
-1276-Feb-01,1255040.00,S,p,0.88
-1276-Feb-15,1255054.00,L,P,1.30
-1276-Aug-11,1255232.00,L,P,1.44
-1275-Feb-04,1255410.00,L,N,0.06
-1275-Jul-02,1255558.00,L,N,0.68
-1275-Jul-16,1255572.00,S,p,0.27
-1275-Dec-26,1255734.00,L,P,1.86
-1274-Jun-21,1255912.00,L,P,2.05
-1274-Dec-15,1256088.00,L,T,2.60
-1273-Dec-05,1256444.00,L,P,1.34
-1272-Oct-24,1256768.00,L,N,0.32
-1271-Apr-19,1256944.00,L,P,1.44
-1271-Oct-13,1257122.00,L,P,1.54
-1270-Apr-09,1257300.00,L,T,2.79
-1270-Oct-02,1257476.00,L,T,2.83
-1269-Mar-30,1257654.00,L,P,1.48
-1268-Feb-17,1257978.00,L,N,0.44
-1268-Sep-10,1258184.00,L,N,0.41
-1267-Feb-05,1258332.00,L,P,1.75
-1267-Aug-02,1258510.00,L,P,1.79
-1266-Jan-25,1258686.00,L,T,2.65
-1265-Jul-11,1259218.00,L,P,1.16
-1265-Dec-06,1259366.00,L,N,0.62
-1264-Jan-05,1259396.00,L,N,0.17
-1264-May-31,1259544.00,L,N,0.84
-1264-Nov-25,1259722.00,L,P,1.81
-1262-May-10,1260252.00,L,T,1.98
-1261-Apr-29,1260606.00,L,N,0.64
-1261-Sep-23,1260754.00,L,N,0.21
-1261-Oct-09,1260770.00,S,p,0.66
-1260-Mar-20,1260932.00,L,P,1.68
-1260-Sep-12,1261108.00,L,P,1.58
-1259-Mar-09,1261286.00,L,T,2.72
-1259-Sep-01,1261462.00,L,T,2.82
-1258-Feb-26,1261640.00,L,P,1.38
-1257-Jan-16,1261964.00,L,N,0.52
-1257-Jul-27,1262156.00,S,p,0.71
-1257-Aug-12,1262172.00,L,N,0.10
-1256-Dec-26,1262674.00,L,T,2.61
-1255-Dec-15,1263028.00,L,P,1.34
-1254-Jun-09,1263204.00,L,P,1.07
-1254-Nov-05,1263354.00,L,N,0.31
-1253-May-01,1263530.00,L,P,1.31
-1253-Oct-25,1263708.00,L,P,1.52
-1252-Apr-19,1263884.00,L,T,2.66
-1252-Oct-13,1264062.00,L,T,2.81
-1251-Sep-18,1264402.00,S,p,0.68
-1251-Oct-02,1264416.00,L,P,1.66
-1250-Feb-28,1264564.00,L,N,0.34
-1250-Mar-14,1264578.00,S,t,1.05
-1250-Mar-29,1264594.00,L,N,0.15
-1250-Aug-23,1264740.00,L,N,0.45
-1250-Sep-07,1264756.00,S,p,0.18
-1249-Feb-17,1264918.00,L,P,1.68
-1249-Mar-04,1264934.00,S,p,0.89
-1248-Feb-06,1265272.00,L,T,2.71
-1248-Aug-01,1265450.00,L,T,2.67
-1247-Jan-25,1265626.00,L,P,1.40
-1247-Jul-07,1265790.00,S,p,0.35
-1247-Jul-21,1265804.00,L,P,1.29
-1247-Dec-17,1265952.00,L,N,0.61
-1246-Dec-06,1266306.00,L,P,1.81
-1246-Dec-20,1266320.00,S,p,0.61
-1245-May-31,1266482.00,L,T,2.17
-1245-Nov-25,1266660.00,L,T,2.71
-1244-Nov-13,1267014.00,L,P,1.47
-1243-Apr-10,1267162.00,L,N,0.25
-1243-Oct-04,1267340.00,L,N,0.19
-1243-Nov-02,1267368.00,L,N,0.27
-1242-Sep-23,1267694.00,L,P,1.54
-1241-Sep-13,1268048.00,L,T,2.81
-1240-Feb-23,1268212.00,S,p,0.53
-1240-Sep-01,1268402.00,L,P,1.58
-1239-Jan-27,1268550.00,L,N,0.48
-1239-Feb-25,1268580.00,L,N,0.20
-1239-Jul-23,1268728.00,L,N,0.43
-1238-Jan-16,1268904.00,L,P,1.81
-1238-Jul-12,1269082.00,L,P,1.76
-1237-Jul-01,1269436.00,L,T,2.61
-1237-Dec-11,1269598.00,S,p,0.91
-1237-Dec-26,1269614.00,L,P,1.34
-1236-Jun-20,1269790.00,L,P,1.21
-1235-May-26,1270130.00,S,p,0.72
-1234-May-01,1270470.00,L,T,2.52
-1234-Oct-24,1270646.00,L,T,2.80
-1233-Apr-20,1270824.00,L,P,1.74
-1233-Oct-14,1271002.00,L,P,1.68
-1232-Apr-09,1271180.00,L,N,0.28
-1232-Oct-02,1271356.00,L,N,0.48
-1231-Aug-23,1271680.00,L,P,1.62
