sloka	pada	english	verb_part	speech_part	word_count	verb_count
2.114.13	प्रच्छन्नशशिनक्षत्राम्	obscuring the moon and stars	[('obscuring', 'VBG')]	[[('obscuring', 'VBG'), ('the', 'DT'), ('moon', 'NN'), ('and', 'CC'), ('stars', 'NNS')]]	5	1
5.57.8	प्रच्छन्नश्च	covered by	[('covered', 'VBN')]	[[('covered', 'VBN'), ('by', 'IN')]]	2	1
4.41.18	प्रच्छन्ना	covered	[('covered', 'VBN')]	[[('covered', 'VBN')]]	1	1
2.114.20	प्रच्छन्नाम्	obscured	[('obscured', 'VBN')]	[[('obscured', 'VBN')]]	1	1
3.42.29	प्रच्छादनार्थम्	to hide	[('hide', 'VB')]	[[('to', 'TO'), ('hide', 'VB')]]	2	1
2.93.15	प्रच्छाद्य	having enveloped	[('having', 'VBG'), ('enveloped', 'VBN')]	[[('having', 'VBG'), ('enveloped', 'VBN')]]	2	2
2.8.36	प्रच्छाद्यमानम्	being overpowered	[('being', 'VBG'), ('overpowered', 'VBN')]	[[('being', 'VBG'), ('overpowered', 'VBN')]]	2	2
3.47.21	प्रच्युताः	dislodged	[('dislodged', 'VBN')]	[[('dislodged', 'VBN')]]	1	1
5.16.32	प्रजगाम	reached	[('reached', 'VBN')]	[[('reached', 'VBN')]]	1	1
3.13.27	प्रजग्मतुः	proceeded	[('proceeded', 'VBD')]	[[('proceeded', 'VBD')]]	1	1
3.45.39	प्रजघान ह	hit herself	[('hit', 'VB')]	[[('hit', 'VB'), ('herself', 'PRP')]]	2	1
4.66.20	प्रजज्ञे	delivered you	[('delivered', 'VBN')]	[[('delivered', 'VBN'), ('you', 'PRP')]]	2	1
1.30.8	प्रजज्वाल	inflammed	[('inflammed', 'VBN')]	[[('inflammed', 'VBN')]]	1	1
2.21.53	प्रजज्वाल	was burning within	[('was', 'VBD'), ('burning', 'VBG')]	[[('was', 'VBD'), ('burning', 'VBG'), ('within', 'IN')]]	3	2
3.72.2	प्रजज्वाल	lighted	[('lighted', 'VBN')]	[[('lighted', 'VBN')]]	1	1
5.4.6	प्रजज्वाल	glittering	[('glittering', 'VBG')]	[[('glittering', 'VBG')]]	1	1
2.39.21	प्रजहत्यपि	or even abandon them	[('abandon', 'VB')]	[[('or', 'CC'), ('even', 'RB'), ('abandon', 'VB'), ('them', 'PRP')]]	4	1
4.5.8	प्रजहौ	abandoned	[('abandoned', 'VBN')]	[[('abandoned', 'VBN')]]	1	1
1.16.19	प्रजाकरम्	conferring progeny	[('conferring', 'VBG')]	[[('conferring', 'VBG'), ('progeny', 'NN')]]	2	1
1.38.2	प्रजाकामः	desiring children	[('desiring', 'VBG')]	[[('desiring', 'VBG'), ('children', 'NNS')]]	2	1
2.14.62	प्रजागरपरिश्रान्तः	weary with keeping awake all night	[('keeping', 'VBG'), ('awake', 'VBP')]	[[('weary', 'JJ'), ('with', 'IN'), ('keeping', 'VBG'), ('awake', 'VBP'), ('all', 'DT'), ('night', 'NN')]]	6	2
2.72.14	प्रजानन्ती	In spite of knowing	[('knowing', 'VBG')]	[[('In', 'IN'), ('spite', 'NN'), ('of', 'IN'), ('knowing', 'VBG')]]	4	1
1.4.31	प्रजापतिम् उपादाय	commencing from Prajapati Manu and his descendents	[('commencing', 'VBG')]	[[('commencing', 'VBG'), ('from', 'IN'), ('Prajapati', 'NNP'), ('Manu', 'NNP'), ('and', 'CC'), ('his', 'PRP$'), ('descendents', 'NNS')]]	7	1
1.1.13	प्रजापतिसमः	equal to Brahma	[('Brahma', 'VB')]	[[('equal', 'JJ'), ('to', 'TO'), ('Brahma', 'VB')]]	3	1
5.23.7	प्रजापतिसमप्रभः	equal in splendour to Prajapati	[('Prajapati', 'VB')]	[[('equal', 'JJ'), ('in', 'IN'), ('splendour', 'NN'), ('to', 'TO'), ('Prajapati', 'VB')]]	5	1
2.4.35	प्रजापालनकर्मणि	in the act of governing the people	[('governing', 'VBG')]	[[('in', 'IN'), ('the', 'DT'), ('act', 'NN'), ('of', 'IN'), ('governing', 'VBG'), ('the', 'DT'), ('people', 'NNS')]]	7	1
2.2.44	प्रजापालनतत्वज्ञः	proficient in the ways and means of ruling the people	[('ruling', 'VBG')]	[[('proficient', 'NN'), ('in', 'IN'), ('the', 'DT'), ('ways', 'NNS'), ('and', 'CC'), ('means', 'NNS'), ('of', 'IN'), ('ruling', 'VBG'), ('the', 'DT'), ('people', 'NNS')]]	10	1
2.23.25	प्रजापाल्यमनन्तरं	afte ruling the subjects	[('ruling', 'VBG')]	[[('afte', 'NN'), ('ruling', 'VBG'), ('the', 'DT'), ('subjects', 'NNS')]]	4	1
2.9.21	प्रजाभावगतस्नेहः	by affectionately winning the hearts of the people	[('winning', 'VBG')]	[[('by', 'IN'), ('affectionately', 'RB'), ('winning', 'VBG'), ('the', 'DT'), ('hearts', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('people', 'NNS')]]	8	1
2.2.30	प्रजासुखत्त्वे	in causing happiness to the people	[('causing', 'VBG')]	[[('in', 'IN'), ('causing', 'VBG'), ('happiness', 'NN'), ('to', 'TO'), ('the', 'DT'), ('people', 'NNS')]]	6	1
1.37.6	प्रजास्यथ	you will not bear progeny	[('bear', 'VB')]	[[('you', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('bear', 'VB'), ('progeny', 'NN')]]	5	1
2.51.27	प्रजाहिते	seeking the wellfare of people	[('seeking', 'VBG')]	[[('seeking', 'VBG'), ('the', 'DT'), ('wellfare', 'NN'), ('of', 'IN'), ('people', 'NNS')]]	5	1
2.116.18	प्रजिहासवः	those who want to flee	[('want', 'VBP'), ('flee', 'VB')]	[[('those', 'DT'), ('who', 'WP'), ('want', 'VBP'), ('to', 'TO'), ('flee', 'VB')]]	5	2
2.12.111	प्रज्वल वा	or get burnt in the fire	[('get', 'VB'), ('burnt', 'VBN')]	[[('or', 'CC'), ('get', 'VB'), ('burnt', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('fire', 'NN')]]	6	2
3.42.19	प्रज्वलयन्	while brightening	[('brightening', 'VBG')]	[[('while', 'IN'), ('brightening', 'VBG')]]	2	1
2.25.47	प्रज्वलितः	glowing	[('glowing', 'VBG')]	[[('glowing', 'VBG')]]	1	1
2.114.3	प्रज्वलितप्रभाम्	radiating with lustre	[('radiating', 'VBG')]	[[('radiating', 'VBG'), ('with', 'IN'), ('lustre', 'NN')]]	3	1
2.47.8	प्रज्वाल्य	flaming it	[('flaming', 'VBG')]	[[('flaming', 'VBG'), ('it', 'PRP')]]	2	1
1.50.16	प्रणतः	saluting in reverence	[('saluting', 'VBG')]	[[('saluting', 'VBG'), ('in', 'IN'), ('reverence', 'NN')]]	3	1
1.51.28	प्रणतः	offered respectful salutations	[('offered', 'VBN')]	[[('offered', 'VBN'), ('respectful', 'JJ'), ('salutations', 'NNS')]]	3	1
1.57.19	प्रणतः	saluting by bowing down	[('saluting', 'VBG'), ('bowing', 'VBG')]	[[('saluting', 'VBG'), ('by', 'IN'), ('bowing', 'VBG'), ('down', 'RP')]]	4	2
2.3.32	प्रणतः	bowing low	[('bowing', 'VBG')]	[[('bowing', 'VBG'), ('low', 'JJ')]]	2	1
2.6.7	प्रणतः	bowed low	[('bowed', 'VBN')]	[[('bowed', 'VBN'), ('low', 'JJ')]]	2	1
1.63.20	प्रणतः  भूत्वा	having bowed	[('having', 'VBG'), ('bowed', 'VBN')]	[[('having', 'VBG'), ('bowed', 'VBN')]]	2	2
2.3.33	प्रणतम्	bowed down with reverence	[('bowed', 'VBN')]	[[('bowed', 'VBN'), ('down', 'RP'), ('with', 'IN'), ('reverence', 'NN')]]	4	1
1.14.54	प्रणतस्य	prostrated	[('prostrated', 'VBN')]	[[('prostrated', 'VBN')]]	1	1
1.33.13	प्रणता भूत्वा	bowing down	[('bowing', 'VBG')]	[[('bowing', 'VBG'), ('down', 'RP')]]	2	1
4.46.2	प्रणतात्मवान्	offered reverential salutation	[('offered', 'VBN')]	[[('offered', 'VBN'), ('reverential', 'JJ'), ('salutation', 'NN')]]	3	1
4.1.24	प्रणदन्	while clucking	[('clucking', 'VBG')]	[[('while', 'IN'), ('clucking', 'VBG')]]	2	1
5.61.17	प्रणदन्	shouting	[('shouting', 'VBG')]	[[('shouting', 'VBG')]]	1	1
4.1.54	प्रणदितः	cried out	[('cried', 'VBN')]	[[('cried', 'VBN'), ('out', 'RP')]]	2	1
2.4.11	प्रणमन्तम्	as he Rama was bending low	[('was', 'VBD'), ('bending', 'VBG')]	[[('as', 'IN'), ('he', 'PRP'), ('Rama', 'NNP'), ('was', 'VBD'), ('bending', 'VBG'), ('low', 'JJ')]]	6	2
5.61.14	प्रणमन्ति	prostrated	[('prostrated', 'VBN')]	[[('prostrated', 'VBN')]]	1	1
2.25.4	प्रणमसे	you are saluting	[('are', 'VBP'), ('saluting', 'VBG')]	[[('you', 'PRP'), ('are', 'VBP'), ('saluting', 'VBG')]]	3	2
1.18.3	प्रणम्य	having made obeisance	[('having', 'VBG'), ('made', 'VBN')]	[[('having', 'VBG'), ('made', 'VBN'), ('obeisance', 'NN')]]	3	2
1.2.25	प्रणम्य	bowing with profound reverence	[('bowing', 'VBG')]	[[('bowing', 'VBG'), ('with', 'IN'), ('profound', 'JJ'), ('reverence', 'NN')]]	4	1
1.61.12	प्रणम्य	bowing before him	[('bowing', 'VBG')]	[[('bowing', 'VBG'), ('before', 'IN'), ('him', 'PRP')]]	3	1
2.103.31	प्रणम्य	having paid his homage	[('having', 'VBG'), ('paid', 'VBN')]	[[('having', 'VBG'), ('paid', 'VBN'), ('his', 'PRP$'), ('homage', 'NN')]]	4	2
2.106.35	प्रणम्य	reverentially saluting	[('saluting', 'VBG')]	[[('reverentially', 'RB'), ('saluting', 'VBG')]]	2	1
2.119.12	प्रणम्य	saluting with reverence	[('saluting', 'VBG')]	[[('saluting', 'VBG'), ('with', 'IN'), ('reverence', 'NN')]]	3	1
2.20.12	प्रणम्य	having paid obeisance	[('having', 'VBG'), ('paid', 'VBN')]	[[('having', 'VBG'), ('paid', 'VBN'), ('obeisance', 'NN')]]	3	2
4.42.49	प्रणम्य	bowing down	[('bowing', 'VBG')]	[[('bowing', 'VBG'), ('down', 'RP')]]	2	1
5.40.19	प्रणम्य	prostrated	[('prostrated', 'VBN')]	[[('prostrated', 'VBN')]]	1	1
5.58.100	प्रणम्य	saluted	[('saluted', 'VBN')]	[[('saluted', 'VBN')]]	1	1
5.58.103	प्रणम्य	saluted	[('saluted', 'VBN')]	[[('saluted', 'VBN')]]	1	1
5.58.6	प्रणम्य	saluted	[('saluted', 'VBN')]	[[('saluted', 'VBN')]]	1	1
5.64.2	प्रणम्य	offering obeisance	[('offering', 'VBG')]	[[('offering', 'VBG'), ('obeisance', 'NN')]]	2	1
5.64.37	प्रणम्य	offered salutations	[('offered', 'VBN')]	[[('offered', 'VBN'), ('salutations', 'NNS')]]	2	1
5.64.40	प्रणम्य	offered salutations	[('offered', 'VBN')]	[[('offered', 'VBN'), ('salutations', 'NNS')]]	2	1
5.65.7	प्रणम्य	offered salutations	[('offered', 'VBN')]	[[('offered', 'VBN'), ('salutations', 'NNS')]]	2	1
5.67.31	प्रणम्य	after saluting	[('saluting', 'VBG')]	[[('after', 'IN'), ('saluting', 'VBG')]]	2	1
4.42.2	प्रणम्य च	having offered salutation	[('having', 'VBG'), ('offered', 'VBN')]	[[('having', 'VBG'), ('offered', 'VBN'), ('salutation', 'NN')]]	3	2
4.33.42	प्रणयदृष्टार्थम्	said in a friendly way	[('said', 'VBD')]	[[('said', 'VBD'), ('in', 'IN'), ('a', 'DT'), ('friendly', 'JJ'), ('way', 'NN')]]	5	1
5.20.7	प्रणयस्व	love me	[('love', 'VB')]	[[('love', 'VB'), ('me', 'PRP')]]	2	1
3.45.32	प्रणश्य	you will fall to ruin	[('fall', 'VB'), ('ruin', 'VB')]	[[('you', 'PRP'), ('will', 'MD'), ('fall', 'VB'), ('to', 'TO'), ('ruin', 'VB')]]	5	2
2.12.111	प्रणश्य वा	or get destroyed	[('get', 'VB'), ('destroyed', 'VBN')]	[[('or', 'CC'), ('get', 'VB'), ('destroyed', 'VBN')]]	3	2
1.44.22	प्रणश्यन्ति	are destroyed	[('are', 'VBP'), ('destroyed', 'VBN')]	[[('are', 'VBP'), ('destroyed', 'VBN')]]	2	2
1.61.7	प्रणष्टः	could not be seen	[('be', 'VB'), ('seen', 'VBN')]	[[('could', 'MD'), ('not', 'RB'), ('be', 'VB'), ('seen', 'VBN')]]	4	2
2.8.39	प्रणष्टः	ruined	[('ruined', 'VBN')]	[[('ruined', 'VBN')]]	1	1
4.48.13	प्रणष्टः	was lost	[('was', 'VBD'), ('lost', 'VBN')]	[[('was', 'VBD'), ('lost', 'VBN')]]	2	2
2.25.42	प्रणष्टदुःखसंकल्पा	having removed my sorrowful thoughts	[('having', 'VBG'), ('removed', 'VBN')]	[[('having', 'VBG'), ('removed', 'VBN'), ('my', 'PRP$'), ('sorrowful', 'JJ'), ('thoughts', 'NNS')]]	5	2
2.75.65	प्रणष्टबुद्धेः	with obscured mind	[('obscured', 'VBN')]	[[('with', 'IN'), ('obscured', 'VBN'), ('mind', 'NN')]]	3	1
3.75.5	प्रणष्टम्	is got rid of	[('is', 'VBZ'), ('got', 'VBD')]	[[('is', 'VBZ'), ('got', 'VBD'), ('rid', 'JJ'), ('of', 'IN')]]	4	2
5.29.6	प्रणष्टम्	dried	[('dried', 'VBN')]	[[('dried', 'VBN')]]	1	1
5.41.19	प्रणष्टरूपम्	disfigured	[('disfigured', 'VBN')]	[[('disfigured', 'VBN')]]	1	1
1.18.49	प्रणष्टस्य	for one who lost wealth	[('lost', 'VBD')]	[[('for', 'IN'), ('one', 'CD'), ('who', 'WP'), ('lost', 'VBD'), ('wealth', 'NN')]]	5	1
4.36.5	प्रणष्टा	lost from me	[('lost', 'VBN')]	[[('lost', 'VBN'), ('from', 'IN'), ('me', 'PRP')]]	3	1
4.38.24	प्रणष्टा	that had been lost	[('had', 'VBD'), ('been', 'VBN'), ('lost', 'VBN')]	[[('that', 'DT'), ('had', 'VBD'), ('been', 'VBN'), ('lost', 'VBN')]]	4	3
5.15.49	प्रणष्टा	lost	[('lost', 'VBN')]	[[('lost', 'VBN')]]	1	1
5.15.48	प्रणष्टापि	even though lost whereabouts not known till then	[('lost', 'VBN'), ('known', 'VBN')]	[[('even', 'RB'), ('though', 'IN'), ('lost', 'VBN'), ('whereabouts', 'NNS'), ('not', 'RB'), ('known', 'VBN'), ('till', 'NN'), ('then', 'RB')]]	8	2
5.40.5	प्रणष्टे	got erased	[('erased', 'VBD')]	[[('got', 'NNS'), ('erased', 'VBD')]]	2	1
1.61.6	प्रणष्टे सति	could not be seen	[('be', 'VB'), ('seen', 'VBN')]	[[('could', 'MD'), ('not', 'RB'), ('be', 'VB'), ('seen', 'VBN')]]	4	2
5.65.22	प्रणष्ठे	when it was	[('was', 'VBD')]	[[('when', 'WRB'), ('it', 'PRP'), ('was', 'VBD')]]	3	1
1.14.53	प्रणामम् अकरोत्	bowed low before them	[('bowed', 'VBN')]	[[('bowed', 'VBN'), ('low', 'JJ'), ('before', 'IN'), ('them', 'PRP')]]	4	1
4.67.32	प्रणाशितः	has been removed	[('has', 'VBZ'), ('been', 'VBN'), ('removed', 'VBN')]	[[('has', 'VBZ'), ('been', 'VBN'), ('removed', 'VBN')]]	3	3
3.68.38	प्रणिधाय	employing their attention	[('employing', 'VBG')]	[[('employing', 'VBG'), ('their', 'PRP$'), ('attention', 'NN')]]	3	1
1.36.9	प्रणिपत्य	paying obeisance	[('paying', 'VBG')]	[[('paying', 'VBG'), ('obeisance', 'NN')]]	2	1
1.37.2	प्रणिपत्य	saluting with folded hands	[('saluting', 'VBG')]	[[('saluting', 'VBG'), ('with', 'IN'), ('folded', 'JJ'), ('hands', 'NNS')]]	4	1
1.37.9	प्रणिपत्य	saluting with folded hands	[('saluting', 'VBG')]	[[('saluting', 'VBG'), ('with', 'IN'), ('folded', 'JJ'), ('hands', 'NNS')]]	4	1
1.55.15	प्रणिपत्य	having prostrated	[('having', 'VBG'), ('prostrated', 'VBN')]	[[('having', 'VBG'), ('prostrated', 'VBN')]]	2	2
2.4.10	प्रणिपत्य	bending low in reverence	[('bending', 'VBG')]	[[('bending', 'VBG'), ('low', 'JJ'), ('in', 'IN'), ('reverence', 'NN')]]	4	1
5.32.14	प्रणिपत्य	having offered salutations	[('having', 'VBG'), ('offered', 'VBN')]	[[('having', 'VBG'), ('offered', 'VBN'), ('salutations', 'NNS')]]	3	2
4.3.3	प्रणिपत्य च	offered reverential salutations	[('offered', 'VBN')]	[[('offered', 'VBN'), ('reverential', 'JJ'), ('salutations', 'NNS')]]	3	1
5.58.88	प्रणिपातप्रसन्ना हि	will bless us if we pray her	[('bless', 'VB'), ('pray', 'VBP')]	[[('will', 'MD'), ('bless', 'VB'), ('us', 'PRP'), ('if', 'IN'), ('we', 'PRP'), ('pray', 'VBP'), ('her', 'PRP$')]]	7	2
2.50.44	प्रणिहितम्	initiated	[('initiated', 'VBN')]	[[('initiated', 'VBN')]]	1	1
1.7.5	प्रणिहिताः	fixing their attention on their thoughts	[('fixing', 'VBG')]	[[('fixing', 'VBG'), ('their', 'PRP$'), ('attention', 'NN'), ('on', 'IN'), ('their', 'PRP$'), ('thoughts', 'NNS')]]	6	1
5.1.37	प्रणिहितेक्षणः	setting his eyes up	[('setting', 'VBG')]	[[('setting', 'VBG'), ('his', 'PRP$'), ('eyes', 'NNS'), ('up', 'RP')]]	4	1
2.22.14	प्रणीता	is advanced	[('is', 'VBZ')]	[[('is', 'VBZ'), ('advanced', 'JJ')]]	2	1
2.97.31	प्रणीता	having been brought	[('having', 'VBG'), ('been', 'VBN'), ('brought', 'VBN')]	[[('having', 'VBG'), ('been', 'VBN'), ('brought', 'VBN')]]	3	3
3.49.12	प्रणीयताम्	diverted	[('diverted', 'VBN')]	[[('diverted', 'VBN')]]	1	1
5.61.17	प्रणुदन्	pushing	[('pushing', 'VBG')]	[[('pushing', 'VBG')]]	1	1
2.11.29	प्रतताप च	was extremely distressed	[('was', 'VBD')]	[[('was', 'VBD'), ('extremely', 'RB'), ('distressed', 'JJ')]]	3	1
3.5.12	प्रतपन्तम्	shining	[('shining', 'VBG')]	[[('shining', 'VBG')]]	1	1
2.10.22	प्रतप्तः इव	as if consumed	[('consumed', 'VBN')]	[[('as', 'IN'), ('if', 'IN'), ('consumed', 'VBN')]]	3	1
5.7.17	प्रतप्तजाम्बूनदजालकृत्रिमम्	adorned with latticed windows of barnished gold	[('adorned', 'VBN')]	[[('adorned', 'VBN'), ('with', 'IN'), ('latticed', 'JJ'), ('windows', 'NNS'), ('of', 'IN'), ('barnished', 'JJ'), ('gold', 'NN')]]	7	1
5.47.3	प्रतप्तजाम्बूनदजालसन्ततम्	glittering like the stretch of pure gold	[('glittering', 'VBG')]	[[('glittering', 'VBG'), ('like', 'IN'), ('the', 'DT'), ('stretch', 'NN'), ('of', 'IN'), ('pure', 'NN'), ('gold', 'NN')]]	7	1
2.91.71	प्रतप्तपिठरैः	with hot pots filled with cooked meat	[('filled', 'VBN')]	[[('with', 'IN'), ('hot', 'JJ'), ('pots', 'NNS'), ('filled', 'VBN'), ('with', 'IN'), ('cooked', 'JJ'), ('meat', 'NN')]]	7	1
2.83.23	प्रतरिष्यामः	will cross	[('cross', 'VB')]	[[('will', 'MD'), ('cross', 'VB')]]	2	1
3.73.45	प्रतस्थतुः	both set out	[('set', 'VBN')]	[[('both', 'DT'), ('set', 'VBN'), ('out', 'RP')]]	3	1
2.53.35	प्रतस्थिरे	set out	[('set', 'VBN')]	[[('set', 'VBN'), ('out', 'RP')]]	2	1
2.80.1	प्रतस्थिरे	set out	[('set', 'VBN')]	[[('set', 'VBN'), ('out', 'RP')]]	2	1
3.23.32	प्रतस्थुः	marched	[('marched', 'VBN')]	[[('marched', 'VBN')]]	1	1
2.52.99	प्रतस्थे	went	[('went', 'VBD')]	[[('went', 'VBD')]]	1	1
2.75.7	प्रतस्थे	set out	[('set', 'VBN')]	[[('set', 'VBN'), ('out', 'RP')]]	2	1
2.75.8	प्रतस्थे	proceeded	[('proceeded', 'VBD')]	[[('proceeded', 'VBD')]]	1	1
2.89.22	प्रतस्थे	set out	[('set', 'VBN')]	[[('set', 'VBN'), ('out', 'RP')]]	2	1
3.11.45	प्रतस्थे	moved out	[('moved', 'VBN')]	[[('moved', 'VBN'), ('out', 'RP')]]	2	1
3.45.41	प्रतस्थे	went	[('went', 'VBD')]	[[('went', 'VBD')]]	1	1
4.1.126	प्रतस्थे	started	[('started', 'VBN')]	[[('started', 'VBN')]]	1	1
4.45.4	प्रतस्थे	started their journey	[('started', 'VBN')]	[[('started', 'VBN'), ('their', 'PRP$'), ('journey', 'NN')]]	3	1
4.45.7	प्रतस्थे	started	[('started', 'VBN')]	[[('started', 'VBN')]]	1	1
1.1.11	प्रतापवान्	is mighty and powerful	[('is', 'VBZ')]	[[('is', 'VBZ'), ('mighty', 'JJ'), ('and', 'CC'), ('powerful', 'JJ')]]	4	1
1.7.21	प्रतापहतकण्टकः	slayed the  thorny enemies with might	[('slayed', 'VBN')]	[[('slayed', 'VBN'), ('the', 'DT'), ('thorny', 'NN'), ('enemies', 'NNS'), ('with', 'IN'), ('might', 'MD')]]	6	1
1.3.34	प्रतारं च	crossing	[('crossing', 'VBG')]	[[('crossing', 'VBG')]]	1	1
2.12.48	प्रति गृह्णन्तीम्	receving	[('receving', 'VBG')]	[[('receving', 'VBG')]]	1	1
2.89.8	प्रति प्रविश्य	having entered	[('having', 'VBG'), ('entered', 'VBN')]	[[('having', 'VBG'), ('entered', 'VBN')]]	2	2
4.34.10	प्रतिकरोति	does not help in turn	[('does', 'VBZ'), ('help', 'VB')]	[[('does', 'VBZ'), ('not', 'RB'), ('help', 'VB'), ('in', 'IN'), ('turn', 'NN')]]	5	2
1.20.13	प्रतिकर्तव्यम्	to retaliate	[('retaliate', 'VB')]	[[('to', 'TO'), ('retaliate', 'VB')]]	2	1
5.1.114	प्रतिकर्तव्यम्	it should be repaid	[('be', 'VB'), ('repaid', 'VBN')]	[[('it', 'PRP'), ('should', 'MD'), ('be', 'VB'), ('repaid', 'VBN')]]	4	2
5.59.36	प्रतिकर्तव्यम्	what is to be done	[('is', 'VBZ'), ('be', 'VB'), ('done', 'VBN')]	[[('what', 'WP'), ('is', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('done', 'VBN')]]	5	3
3.58.15	प्रतिकर्तुम्	to take revenge	[('take', 'VB')]	[[('to', 'TO'), ('take', 'VB'), ('revenge', 'NN')]]	3	1
4.36.6	प्रतिकर्तुम्	ever to repay	[('repay', 'VB')]	[[('ever', 'RB'), ('to', 'TO'), ('repay', 'VB')]]	3	1
4.42.56	प्रतिकर्मणा	by helping in return	[('helping', 'VBG')]	[[('by', 'IN'), ('helping', 'VBG'), ('in', 'IN'), ('return', 'NN')]]	4	1
5.20.21	प्रतिकर्मणा युक्तम्	by decorating yourself	[('decorating', 'VBG')]	[[('by', 'IN'), ('decorating', 'VBG'), ('yourself', 'PRP')]]	3	1
2.37.35	प्रतिकर्मनित्या	engaged daily in decorating	[('engaged', 'VBN'), ('decorating', 'VBG')]	[[('engaged', 'VBN'), ('daily', 'RB'), ('in', 'IN'), ('decorating', 'VBG')]]	4	2
2.37.37	प्रतिकारकामा	to serve him	[('serve', 'VB')]	[[('to', 'TO'), ('serve', 'VB'), ('him', 'PRP')]]	3	1
4.46.3	प्रतिकालयते	wished to kill him	[('wished', 'VBN'), ('kill', 'VB')]	[[('wished', 'VBN'), ('to', 'TO'), ('kill', 'VB'), ('him', 'PRP')]]	4	2
2.56.9	प्रतिकूजति	responding with its screaming	[('responding', 'VBG')]	[[('responding', 'VBG'), ('with', 'IN'), ('its', 'PRP$'), ('screaming', 'NN')]]	4	1
2.13.25	प्रतिकूलभाषिणीम्	speaking the opposite	[('speaking', 'VBG')]	[[('speaking', 'VBG'), ('the', 'DT'), ('opposite', 'JJ')]]	3	1
3.24.13	प्रतिकूलितुम्	to oppose	[('oppose', 'VB')]	[[('to', 'TO'), ('oppose', 'VB')]]	2	1
5.13.46	प्रतिगच्छामि यदि	if I go back	[('go', 'VBP')]	[[('if', 'IN'), ('I', 'PRP'), ('go', 'VBP'), ('back', 'RB')]]	4	1
3.38.21	प्रतिगतः	went towards	[('went', 'VBD')]	[[('went', 'VBD'), ('towards', 'NNS')]]	2	1
4.53.29	प्रतिगतान्	when we return	[('return', 'VBP')]	[[('when', 'WRB'), ('we', 'PRP'), ('return', 'VBP')]]	3	1
5.57.41	प्रतिगर्जन्ति	echoed the roaring	[('echoed', 'VB')]	[[('echoed', 'VB'), ('the', 'DT'), ('roaring', 'NN')]]	3	1
2.92.39	प्रतिगाहमाना	while entering	[('entering', 'VBG')]	[[('while', 'IN'), ('entering', 'VBG')]]	2	1
1.10.19	प्रतिगृहाण	you may accept	[('accept', 'VB')]	[[('you', 'PRP'), ('may', 'MD'), ('accept', 'VB')]]	3	1
3.11.71	प्रतिगृहीतः	was received	[('was', 'VBD'), ('received', 'VBN')]	[[('was', 'VBD'), ('received', 'VBN')]]	2	2
4.36.2	प्रतिगृहीते	were accepted	[('were', 'VBD'), ('accepted', 'VBN')]	[[('were', 'VBD'), ('accepted', 'VBN')]]	2	2
1.16.26	प्रतिगृह्णीष्व	receive it	[('receive', 'VB')]	[[('receive', 'VB'), ('it', 'PRP')]]	2	1
3.12.36	प्रतिगृह्णीष्व	you may please accept	[('please', 'VB'), ('accept', 'VB')]	[[('you', 'PRP'), ('may', 'MD'), ('please', 'VB'), ('accept', 'VB')]]	4	2
3.5.31	प्रतिगृह्णीष्व	please accept	[('accept', 'VB')]	[[('please', 'NN'), ('accept', 'VB')]]	2	1
1.10.18	प्रतिगृह्य	having  received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.16.21	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.17.35	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.18.43	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.27.25	प्रतिगृह्य	haivng received them	[('received', 'VBD')]	[[('haivng', 'NN'), ('received', 'VBD'), ('them', 'PRP')]]	3	1
1.27.26	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.35.19	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.50.8	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.52.4	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.74.25	प्रतिगृह्य	having accpted	[('having', 'VBG'), ('accpted', 'VBN')]	[[('having', 'VBG'), ('accpted', 'VBN')]]	2	2
2.118.22	प्रतिगृह्य	having accepted	[('having', 'VBG'), ('accepted', 'VBN')]	[[('having', 'VBG'), ('accepted', 'VBN')]]	2	2
2.2.54	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
2.32.11	प्रतिगृह्य	having accepted	[('having', 'VBG'), ('accepted', 'VBN')]	[[('having', 'VBG'), ('accepted', 'VBN')]]	2	2
