journal	paper	subject	category	author	url	size_in_kb	year	ju_url
IJHS-45-2010-Issue-3	The Date of Aryabhata _ Refutation of V Lakshmikantham’s ryabhata_Refutation of V Lakshmikantham’s Untenable View	Astronomy	Indic	 S R Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_6_SRSarma.pdf	36.0		
IJHS-45-2010-Issue-3	Tribhovandas Kalyandas Gajjar (1863-1920)_Pioneer Industrial Chemist of India	Other	Indic	 Harkishan Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_7_HSingh.pdf	126.0		
IJHS-45-2010-Issue-3	Ashish Lahiri_Radhanath Sikdar Beyond the Peak	Other	Indic	 Sisir Sen	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_8_SKSen.pdf	12.0		
IJHS-45-2010-Issue-3	Minor Metal Crafts in Bengal_Tradition and Changes from the Medieval Times to the Present	Metallurgy	Indic	 Nupur Dasgupta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_9_NupurDasgup.pdf	32.0		
IJHS-45-2010-Issue-3	Indigenous Knowledge of the Medicinal Plant Resources of Coromandel Coast Forests of Peninsular India in Modern Period	Biology	Indic	 N Parthasarathy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_10_NParthasar.pdf	21.0		
IJHS-45-2010-Issue-3	Workshop on the History of Indian Science at the Bibliotheque Nationale de France: A Report_and 70th Indian History Congress_A Report	Other	Indic	 Jerome Petit_Shabnam Shukla	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_11_News.pdf	25.0		
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara Sanskrit Text with English Translation and Appendices (Chap 8) Part 1	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_12_SupplementInn.pdf	62.0		
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8) Part 2	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_13_Sanskrittextc.pdf	90.0		
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8)Part 3	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_14_EnglishtextCha.pdf	225.0		
IJHS-45-2010-Issue-4	Contents	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_0_Contents.pdf	11.0		
IJHS-45-2010-Issue-4	Dating the Surya Siddhanta using Computational Simulation of Proper Motions and Ecliptic Variations	Astronomy	Indic	 Anil Narayan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_1_ANarayan.pdf	129.0		
IJHS-45-2010-Issue-4	The Lost Knowledge_Accurate Positioning of Planets	Astronomy	Indic	 Anand M Sharan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_2_ASharan.pdf	82.0		
IJHS-45-2010-Issue-4	The Historical Significance of the Total Solar Eclipse of Oct 17_1762 passing over Panjab	Astronomy	Indic	 R C Kapoor	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_3_RCKapoor.pdf	149.0		
IJHS-45-2010-Issue-4	Karim Khan and his Perceptions of Western Science during his visit to Britain in 1840-41	Other	Western	 Gulfishan Khan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_4_GKhan.pdf	100.0		
IJHS-45-2010-Issue-4	Khwaja Abdul Hamied (1898-1972)_Pioneer Scientist Industrialist	Other	Indic	 Harkishan Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_5_HSingh.pdf	338.0		
IJHS-45-2010-Issue-4	Veterinary Science and Animal Husbandry in India_A Case of IVRI at Mukteswar_IzatnagarStudy	Agriculture	Indic	 J N Sinha	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_6_JNSinha.pdf	30.0		
IJHS-45-2010-Issue-4	Nandigrama of Ganesa Daivajna	Math	Indic	 S R Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_7_Historicalnotes.pdf	35.0		
IJHS-45-2010-Issue-4	Thakkura Pheru_Ganitasarakaumudi_The Moonlight of the Essence of Mathematics (ed and tr by SaKHYa)	Math	Indic	 R C Gupta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_8_Bookreview.pdf	24.0		
IJHS-45-2010-Issue-4	Documentation and Study of Archaeometallurgical and Ethnometallurgical Evidence in Uttarakhand with Special Reference to Iron and Copper	Metallurgy	Indic	 D P Agrawal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_9_ReportsDPAgarwal.pdf	20.0		
IJHS-45-2010-Issue-4	Anatomical Knowledge and the Anatomy of Medical Some Preliminary InquiriesKnowledge in India_Some Preliminary Inquiries	Medicine	Indic	 Jayanta Bhattacharya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_10_ReportsJayanta.pdf	34.0		
IJHS-45-2010-Issue-4	History of Technology & Technical Education in India_A Synthesis	Other	Indic	 Shabnam Shukla	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_11_ReportShukla.pdf	14.0		
IJHS-45-2010-Issue-4	Mathematics and Astronomy in Medieval India	Math	Indic	 Madhvendra Narayan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_12_ReportMNarayan.pdf	30.0		
IJHS-45-2010-Issue-4	Book Received for Review	Other	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_13_Bookreceived.pdf	11.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translationand (Chap 9-13)AppendicesPart 1	Other	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_14_SupplementInner.pdf	67.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translation Part2	Other	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_15_SupChap9English.pdf	30.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 3	Other	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_16_SupChap9Sankrit.pdf	31.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 4	Other	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_17_SupChap10Sankrit.pdf	34.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 5	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_18_SupChap10English.pdf	38.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 6	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_19_SupChap11Sankrit.pdf	52.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 7	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_20_SupChap11English.pdf	54.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 8	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_21_SupChap12Sankrit.pdf	28.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 9	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_22_SupChap12English.pdf	23.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 10	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_23_SupChap13Sankrit.pdf	28.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 11	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_24_SupChap13English.pdf	23.0		
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 12	Medicine	Indic	 Damodar Joshi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_25_Appendices.pdf	54.0		
IJHS-45-2010-Issue-4	Index	Other	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_26_Index.pdf	12.0		
IJHS-45-2010-Issue-4	Cumulative Index	Other	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_27_Cumulativeindex.pdf	24.0		
IJHS-45-2010-Issue-4	Annual Contents	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_28_AnnualContents.pdf	23.0		
IJHS-46-2011-Issue-1	Possible Chronological Markers In The Vedic Texts	Other	Indic	 Prabhakar Gondhalekar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_1_PGondalekhar.pdf	182.0		
IJHS-46-2011-Issue-1	Dhruva the Ancient Indian Pole Star: Fixity Rotation and Movement	Astronomy	Indic	R N Iyengar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_2_RNIyenger.pdf	156.0		https://cahc.jainuniversity.ac.in/assets/cached_papers/rni/Vol46_1_2_RNIyenger.pdf
IJHS-46-2011-Issue-1	Genesitic Roots and Philosophical Evolution of Vijnanavada (Yogacrya) School of Buddhism	MindSciences	Indic	 OP Jaiswal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_3_OPJaiswal.pdf	37.0		
IJHS-46-2011-Issue-1	Computation of N : A Modern Generalization of Ancient Technique	Math	Indic	 Vinod Mishra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_4_VMishra.pdf	69.0		
IJHS-46-2011-Issue-1	Arrival of western medicine:Ayurvedic knowledge of anatomy and colonial confrontation	Medicine	Indic	 Jayanta Bhattacharya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_5_JBhattacharyya.pdf	225.0		
IJHS-46-2011-Issue-1	Science in the Path of Syncretism	Culture	Indic	 Arun Kumar Biswas	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_6_AKBiswas.pdf	62.0		
IJHS-46-2011-Issue-1	Historical Notes: Indian Renaissance: The Making of Modern India	Culture	Indic	 Sisir K Majumdar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_7_SKMajumdar.pdf	63.0		
IJHS-46-2011-Issue-1	Historical Notes: Sudoku Yantra	Math	Indic	 Sreeramula Rajeswara Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_8_SRSarma.pdf	166.0		
IJHS-46-2011-Issue-1	Book Review: C K Raju; Cultural Foundations of Mathematics: The Nature of Mathematical Proof and the Transmission of the Calculus from India to Europe in the 16th c AD	General	Other	 Probir K Bondyopadhyay	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_9_Bookreview.pdf	26.0		
IJHS-46-2011-Issue-1	Project Reports: A Historical Study of Epilepsy from 1900-2005 AD	Medicine	Indic	 Arun Kumar Sethi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_10_Project%20reportAKSeth.pdf	23.0		
IJHS-46-2011-Issue-1	Project Reports: 1960-1999: Four Decades of Biochemistry in India	Biology	Indic	 Srabani Sen	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_11_Project%20reportSSen.pdf	25.0		
IJHS-46-2011-Issue-1	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_12_News.pdf	21.0		
IJHS-46-2011-Issue-1	Supplement: Kuttakarauiromani of Devaraja-Sankrit Text with Eng Notes and Appendices	Math	Indic	 Takao Hayashi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_14_Supplement.pdf	93.0		
IJHS-46-2011-Issue-1	Supplement: Madhyamanayanaprakarah: An Unknown Manuscript ascribed to Madhava with Eng tr and Notes	Astronomy	Indic	 UKV Sarma; Venketeswara Pai et al	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_15_Supplement.pdf	399.0		
IJHS-46-2011-Issue-2	Contents	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_0_Contents.pdf	9.0		
IJHS-46-2011-Issue-2	India's Contribution to Arab Mathematics	Math	Arabic	 Khalil Jaouiche	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_1_KJaouiche.pdf	98.0		
IJHS-46-2011-Issue-2	George Peacock's Arithmetic in the Changing Landscape of the History of Mathematics in India	Math	Indic	 Agathe Keller	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_2_AKeller.pdf	89.0		
IJHS-46-2011-Issue-2	Situating the History of Indian Arithmetical Knowledge in George Peacock's Arithmetic	Math	Indic	 Dhruv Raina	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_3_DRaina.pdf	49.0		
IJHS-46-2011-Issue-2	Peacock's Arithmetic: An Attempt to Reconcile Empiricism to Universality	Math	Western	 Marie-Jose Durand-Richard	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_4_1_MJDurandRichard.pdf	103.0		
IJHS-46-2011-Issue-2	Historical Notes: Rabindranath's Thoughts on Science : An Overview (A Tribute in 313 his 150th Birth Anniversary)	Culture	Indic	 Sisir K Majumdar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_7_SKMajumdar.pdf	90.0		
IJHS-46-2011-Issue-2	Inscriptions as Records of Celestial Events	Astronomy	Indic	 B S Shylaja and Geetha Kydala	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_8_BShailaja.pdf	33.0		
IJHS-46-2011-Issue-2	Book Review: Kim Plofker: Mathematics in India	General	Other	 A K Bag	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_9_Bookreview.pdf	39.0		
IJHS-46-2011-Issue-2	Project Reports: Tribal Technology of Northeast India: Arunachal Pradesh	Other	Indic	 Amrendra Kumar Thakur	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_10_AKThakur.pdf	27.0		
IJHS-46-2011-Issue-2	Evolution of Three Premier Cancer Institutes of India - TMC, CNCI and CIWIA - An Assessment	Medicine	Indic	 Sukta Das	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_11_SuktaDas.pdf	24.0		
IJHS-46-2011-Issue-2	News: Magic Square for 2011	General	Other	 S R Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_12_NewsSRSarma.pdf	30.0		
IJHS-46-2011-Issue-2	News: Conference on: Otto Neugebauer, A Mathematician's Journey Between History and Practice of the Exact Sciences-A Report	General	Other	 Toke L Knudsen	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_13_NewsKnudsen.pdf	15.0		
IJHS-46-2011-Issue-2	VIIth Investigators' Meet on History of Science Projects, New Delhi - A Report	Other	Indic	 Shabnam Shukla	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_14_NewsShukla.pdf	18.0		
IJHS-46-2011-Issue-2	Kuttakarauiromani of Devaraja - Sankrit Text with Eng tr, Notes and Appendices	Math	Indic	 Takao Hayashi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_15_Supplement.pdf	44.0		
IJHS-47-2012-Issue-3	Contents	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_0_Contents.pdf	11.0		
IJHS-47-2012-Issue-3	The Manda Puzzle in Indian Astronomy	Astronomy	Indic	 Anil Narayanan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_1_ANarayanan.pdf	768.0		
IJHS-46-2011-Issue-3	Ancient Indian Iron and Steel: An Archaeometallurgical Study	Metallurgy	Indic	 B Prakash	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_1_BPrakash.pdf	2010.0		
IJHS-46-2011-Issue-3	The Pulsating Indian Epicycle of the Sun	Astronomy	Indic	 Anil Narayanan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_2_ANarayanan.pdf	454.0		
IJHS-47-2012-Issue-3	Indian Cholera: A Myth	Medicine	Indic	 Srabani Sen	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_2_SSen.pdf	1356.0		
IJHS-47-2012-Issue-3	The Era of Science Enthusiasts in Bengal (1841-1891): Akshayakumar's; Vidyasagar and Rajendralala	Culture	Indic	 Arun Kumar Biswas	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_3_AKBiswas.pdf	176.0		
IJHS-46-2011-Issue-3	SRammohun Roy, His Intellectual Compatriots and their Scientific Contributions	Other	Indic	 Arun Kumar Biswas	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_3_AKBiswas.pdf	148.0		
IJHS-46-2011-Issue-3	RG Chandra: A Self-taught Sky Watcher and his Contributions to Observational Astronomy	Astronomy	Indic	 Sudhindra Nath Biswas, Utpal Mukhopadhyay and Saibal Ray	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_4_SNBiswas.pdf	1128.0		
IJHS-47-2012-Issue-3	The Violin and the Genesis of the Bose Institute in Calcutta	Music	Indic	 Probir K Bondyopadhyay and Lily Banerjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_4(1)_PKBandyopadhyay.pdf	3404.0		
IJHS-46-2011-Issue-3	Historical Notes: Kali Chronograms of Narayana Bhattatiri (15th - 17th Centuries AD)	Math	Indic	 R C Gupta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_5_RCGupta.pdf	38.0		
IJHS-46-2011-Issue-3	Historical Notes: Acharya Prafulla Chandra Ray: A Scientist, Teacher, Author and a Patriotic Entrepreneur	Other	Indic	 Sisir K Majumdar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_6_SKMajumdar.pdf	35.0		
IJHS-47-2012-Issue-3	Mathematics and Mathematical Researches in India during Fifth to Twentieth Centuries: Profiles and Prospects	Math	Indic	 AK Bag	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_5_AKBag.pdf	143.0		
IJHS-47-2012-Issue-3	Historical Notes: Archaeo-Astronomical Significance of the Vedic Darsapaurnamasa Altar	Astronomy	Indic	 R N Iyengar and V H Satheeshkumar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_6_RNIyengar.pdf	536.0		https://cahc.jainuniversity.ac.in/assets/cached_papers/rni/Vol47_3_6_RNIyengar.pdf
IJHS-46-2011-Issue-3	Book Review: Harkishan Singh: Pharmaceutical History of India	General	Other	 B N Dhawan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_7_Bookreview.pdf	17.0		
IJHS-46-2011-Issue-3	Project Report: A Study of Devaraja's Kuttakarasiromani	Math	Indic	 Saroj V Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_8_SVSingh.pdf	48.0		
IJHS-47-2012-Issue-3	Historical Notes: Professor Ganesh Prasad: An Epitome of Teaching and Research in Modern Mathematics in India	Math	Indic	 U B Tewari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_7_UBTewari.pdf	55.0		
IJHS-47-2012-Issue-3	Book Review	General	Other	 B N Dhawan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_8_Bookreview.pdf	20.0		
IJHS-46-2011-Issue-3	News: Maritime Cultures and Traditions of Bay of Bengal	General	Other	 Shabnam Shukla	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_10_News.pdf	17.0		
IJHS-47-2012-Issue-3	Project Reports: Stone Inscriptions as Records of Celestial Events	Astronomy	Indic	 B S Shylaja and Geetha Kaidala	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_9_Projectreports.pdf	46.0		
IJHS-47-2012-Issue-3	Project Reports: The Siddhanta Sekhara of Sripati (11th Century) - Text and English Translation	Astronomy	Indic	 A Sripada Bhat	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_10_ASBhat.pdf	30.0		
IJHS-46-2011-Issue-3	Supplement: Kuttakarasiromani of Devaraja - Sanskrit Text with Eng tr, Notes and Appendices	Math	Indic	 Takao Hayashi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_11_Supplement.pdf	47.0		
IJHS-46-2011-Issue-3	Supplement: Translation of Verses with Notes	Other	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_12_Supplement.pdf	215.0		
IJHS-47-2012-Issue-3	Announcements	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_11_Announcements.pdf	16.0		
IJHS-46-2011-Issue-4	Contents	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_0_Contents.pdf	10.0		
IJHS-46-2011-Issue-4	Ancient Indian Astronomy and the Aryan Invasion Theory	Astronomy	Indic	 T R S Prasanna	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_1_TRSPrasanna.pdf	475.0		
IJHS-46-2011-Issue-4	Health Aspects in Pancatantra	Medicine	Indic	 Bandi Venkateshwarlu and Ala Narayana	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_2_BVenkateswarlu.pdf	117.0		
IJHS-46-2011-Issue-4	Mahavira-Pheru Formula for Surface of a Sphere and some other Empirical Rules	Math	Indic	 R C Gupta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_3_RCGupta.pdf	167.0		
IJHS-46-2011-Issue-4	Historical Notes: Kadambini Ganguli (1861-1923): First Lady Medical Graduate in India	Medicine	Indic	 Sisir K Majumdar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_4_SKMajumdar.pdf	92.0		
IJHS-46-2011-Issue-4	Historical Notes: Trend of Geometrical Researches in Calcutta University: 1881-1931	Math	Indic	 Purabi Mukherji and Mala Bhattacharjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_5_Purabi.pdf	32.0		
