m	s	im	is	confidence	edit_dist	i_edit_dist
सीतलं	शीतलं	sitalam	shitalam	0.8	1	1
सीलक्खन्दवग्गपाळी	शीलस्कन्धवर्गपाळी	silakkhandavaggapali	shilaskandhavargapali	0.7058823529411764	5	5
सी॰	सी॰	si॰	si॰	1.0	0	0
सुंसुमार	शिशुमार	sumsumara	shishumara	0.5625	4	3
सुंसुमारो	शिशुमार	sumsumaro	shishumara	0.5	5	4
सुखं	सुखं	sukham	sukham	1.0	0	0
सुखितत्ता	सुखितात्मनः	sukhitatta	sukhitatmanah	0.5555555555555556	4	4
सुगतो	सुगतः	sugato	sugatah	0.7	1	2
सुतं	तत्	sutam	tat	0.25	3	3
सुत्तपिटक	सूक्तपिटके	suttapitaka	suktapitake	0.7222222222222222	3	2
सुदं	श्रुतं	sudam	shrutam	0.125	4	3
सुधम्मताय	सुधर्मताय	sudhammataya	sudharmataya	0.8888888888888888	1	1
सुन्दरं	सुन्दरं	sundaram	sundaram	1.0	0	0
सुपिनं	स्वप्नं	supinam	svapnam	0.5	3	3
सुमेधपण्डितो	सुमेधपण्डित	sumedhapandito	sumedhapandita	0.9166666666666666	1	1
सुवण्णपब्बतो	सुवर्णपर्वतः	suvannapabbato	suvarnaparvatah	0.625	4	5
सुवण्णरजतपातियो	सुवर्णरजतपात्री:	suvannarajatapatiyo	suvarnarajatapatri:	0.7	5	4
सुवण्णरजतपातीहि	सुवर्णरजतपात्रीभिः	suvannarajatapatihi	suvarnarajatapatribhih	0.7	5	4
सुसमाहितं	सुसमाहितम्	susamahitam	susamahitam	0.8888888888888888	2	0
सुसुमारो	शिशुमारः	susumaro	shishumarah	0.4375	4	5
सूरा	सूरा?	sura	sura?	0.75	1	1
सेतपदुमं	श्वेतपद्मं	setapadumam	shvetapadmam	0.5625	4	3
सेतवरवारणो	श्वेतवरणवारणो	setavaravarano	shvetavaranavarano	0.6	4	4
सेय्यथिदं	सेय्यथिदं?	seyyathidam	seyyathidam?	0.8888888888888888	1	1
सो	सो	so	so	1.0	0	0
सोकुम्मादो	शोकोन्मादः	sokummado	shokonmadah	0.55	4	5
सोलेसु	शीलेषु	solesu	shileshu	0.5	3	3
स्यामरट्ठे	श्यामराष्ठ्रे	syamaratthe	shyamarashthre	0.55	5	4
स्या॰	स्या॰	sya॰	sya॰	1.0	0	0
हत्थिरतनं	हस्तिरत्नं	hatthiratanam	hastiratnam	0.6666666666666667	3	3
हदयं	हृदयं	hadayam	hrridayam	0.5	1	3
हदयमंसे	हृदयमांसे	hadayamamse	hrridayamamse	0.6428571428571428	2	3
हदयानि	हृदयानि	hadayani	hrridayani	0.6666666666666667	1	3
हन्द	हन्त	handa	hanta	0.75	1	1
हरितुपत्थाय	हरितयवान्	haritupatthaya	haritayavan	0.36363636363636365	7	7
हि	हि	hi	hi	1.0	0	0
हिमवन्तं	हिमवन्तं	himavantam	himavantam	1.0	0	0
हुत्वा	भूत्वा	hutva	bhutva	0.75	2	1
हृदयं	हृदयं	hrridayam	hrridayam	1.0	0	0
हेट्ठा	अस्थुः	hettha	asthuh	0.08333333333333337	6	5
होति	गती	hoti	gati	0.375	3	2
होती	इति	hoti	iti	0.375	3	2
होतीति	भवतीति	hotiti	bhavatiti	0.5	2	4
होतु	ते	hotu	te	0.25	3	3
होन्ति	भवन्ति	honti	bhavanti	0.5	2	4
