chapter number	sloka number	sloka	transliterated	vyakhya	translation	fn text
15	29	लीलारतोद्यदनुपाधिकसामरस्य- लीनेष्वशेषकरणेषु हठोद्गतानि । यूनां ययुर्बधिरकर्णपुटोपजाप- सापत्न्यमेव दयिताजनसीत्कृतानि ॥ २९ ॥	līlāratodyadanupādhikasāmarasya- līneṣvaśeṣakaraṇeṣu haṭhodgatāni | yūnāṃ yayurbadhirakarṇapuṭopajāpa- sāpatnyameva dayitājanasītkṛtāni || 29 ||	लीलापूर्वे रते सुरते उद्यदुद्गच्छदनुपाधिकमकृत्रिमं यत्सामरस्यं तेन लीनेषु शान्तस्वव्यापारेषु करणेषु सत्सु दयिताजनस्य सीत्कृतानि बधिरस्य श्रुतिविकलस्य कर्णपुटे उपजापो नीचैः कथनं तस्य सापत्न्यं साम्यं ययुः । अश्रूयमाणत्वात् । सुरतसुखावहितैः कर्णैः सीत्कृतानि न श्रुतानीत्यर्थः। हठेनोद्गतानि निर्गतानि ॥	All the senses of the young men were absorbed in a state of unefforted composure resulting from the sport of lovemaking, wherefore, the hurried breaths of their beloveds were reduced to sounds falling on deaf ears.	The men were so absorbed in the ecstasy of lovemaking that they paid no heed to the moans of their beloveds (JR).
15	30	न्यस्तानि मन्मथरसालसमङ्गनाभि- यूनां तनूषु बभुरार्द्रनखक्षतानि । शृङ्गारमत्तकरिणो गलिताः कवाट- सिन्दूरराजय इवालुलिता मदेन ॥ ३० ॥	nyastāni manmatharasālasamaṅganābhi- yūnāṃ tanūṣu babhurārdranakhakṣatāni | śṛṅgāramattakariṇo galitāḥ kavāṭa- sindūrarājaya ivālulitā madena || 30 ||	कामरसेनालसं कृत्वा स्त्रीभिस्तरुणानां तनुषु लिखितानि सरसनखक्षतानि बभुः । अतः सम्भाव्यते- शृङ्गार एव मत्तगजस्तस्य कवाटे कटे याः सिन्दूररेखास्ता इव । यतो मदेनालुलिता आर्द्रीकृताः । मन्मथरसालसमित्यनेन तरुणानां सकुमारतनुत्वं सूचितम् ॥	The fresh nail-marks, which the women engraved with leisurely passion on the bodies of their paramours, appeared like dripping lines of vermillion, soaked in ichor, adorning the temples of the rutting elephant that is love.	The adverbial compound ‘manmatharasālasam’ (‘with leisurely passion’) indicates that the men were soft-limbed (JR).
15	31	गीर्वाणपार्वणनिशारमणाननानां चेतोविलुण्ठनचणानि कुचस्थलानि । आदेशतो रतिपतिक्षितिपस्य सद्यः प्रापुः कठोरकरजक्षतपीडनानि ॥ ३१ ॥	gīrvāṇapārvaṇaniśāramaṇānanānāṃ cetoviluṇṭhanacaṇāni kucasthalāni | ādeśato ratipatikṣitipasya sadyaḥ prāpuḥ kaṭhorakarajakṣatapīḍanāni || 31 ||	पर्वणि प्रतिपत्पौर्णमास्यन्तरे भवः पार्वणः । पूर्ण इत्यर्थः । 'अन्' इति प्रकृतिभावः । पार्वणः पूर्णो यो निशारमणः । पार्वणनिशारमणवत्पूर्णचन्द्रवदाननं मुखं यासाम् । पूर्णचन्द्रमुख्यः स्त्रिय इति यावत् । देवस्त्रीणां कुचस्थलानि कामराजाज्ञया कठोरैरभङ्गुरैः करणैर्नखैर्यानि क्षतानि व्रणास्तैः पीडनानि प्रापुः । यतश्चेतो विलुण्ठनेन मनोहरणेन वित्तानि । विलुण्ठकस्य च राजाज्ञया शासनं युक्तम् ॥	The breasts of the celestial full-moon-faced damsels were pronounced guilty of robbing the hearts of youths, wherefore, emperor Kama ordered for them to be subjected forthwith to the painful scratch of sharp nails. 	N/A
15	32	विश्वोपभोगभृतिपत्रकतां रसानां राजा निनाय निभृतं सुदृशां कपोलान् । तेषु व्यलक्ष्यत नवप्रियपाणिजाङ्कै- स्तस्य स्वहस्तमतकुङ्कुमवर्णपङ्क्तिः ॥ ३२ ॥	viśvopabhogabhṛtipatrakatāṃ rasānāṃ rājā nināya nibhṛtaṃ sudṛśāṃ kapolān | teṣu vyalakṣyata navapriyapāṇijāṅkai- stasya svahastamatakuṅkumavarṇapaṅktiḥ || 32 ||	रसानां राजा कामः कपोलान्सुदृशा विश्वोपभोगो जगद्राज्यमेव, विश्वे ये उपभोगास्त एव वा भृतिर्वेतनं तत्र पत्रकं शासनपट्टं तद्भावमनैषीत् । हिर्यस्मादर्थे । तेषु नवैर्दयितनखक्षतैस्तस्य कामस्य सम्बन्धिनी स्वहस्तेन मतस्याभिप्रायस्य कुङ्कुममयी वर्णपङ्क्तिर्दृष्टा । जयसाधकतमानां भटानां राजा स्वहस्ताक्षरसहितानि शासनपट्टानि ददाति ॥	The king of emotions, Kama, verily transformed the cheeks of pretty-eyed women into royal wage decrees permitting enjoyment of the world/all carnal pleasures (by the lovers, standing for brave soldiers), whereupon, the fresh nail-marks of the lovers appeared on them like a row of saffron-tinged letters in Kama’s signature .	Bhṛtipatraka’ is a wage decree. In this verse, the enjoyment of carnal pleasures is the wage received by the lovers. Wage decrees bear the authority’s signature (JR)
15	33	प्रत्यग्रपुष्पशरविभ्रमसामरस्यं कान्ताजनः प्रणयकोपसनाभि चक्रे। यस्मिन्पुरः प्रियतमस्य रदच्छदाग्रं दन्तैः प्रसह्य दशति स्म स ताण्डवभ्रु ॥ ३३ ॥	pratyagrapuṣpaśaravibhramasāmarasyaṃ kāntājanaḥ praṇayakopasanābhi cakre| yasminpuraḥ priyatamasya radacchadāgraṃ dantaiḥ prasahya daśati sma sa tāṇḍavabhru || 33 ||	स्त्रीलोकः प्रत्यग्रेषु नवेषु कामविलासेषु सामरस्यं प्रणयकोपस्य सनाभि समं चक्रे । यस्मिन्सामरस्ये सति पुरोऽग्रे स्थितस्य वल्लभस्यौष्ठं दन्तैः करणैः सपत्नीजनः सताण्डवे भ्रुवौ यत्रैवं कृत्वा दशति स्म । प्रीतिकोपे च सभ्रुकुटिदन्तैश्च दशन्ति ॥	By darting their eyebrows up and down and biting the lips of their lovers hard with their teeth, the pretty ladies transformed the serene equanimity resulting from the ingenious lovemaking into a mirror image of love anger.	The darting movements of eyebrows and biting of lips characterize lovemaking and love anger alike (JR)
15	34	लज्जावती परिजहार रतिप्रसङ्ग- प्रोद्धात एव मुखराभरणोपरोधम् । तस्यास्त्वशेषलटभागुणपैशुनाय जज्ञे हठप्रविसृतः स्वककण्ठनादः ॥ ३४ ॥	lajjāvatī parijahāra ratiprasaṅga- proddhāta eva mukharābharaṇoparodham | tasyāstvaśeṣalaṭabhāguṇapaiśunāya jajñe haṭhapravisṛtaḥ svakakaṇṭhanādaḥ || 34 ||	रतिप्रसङ्गस्य प्रोद्धात आरम्भ एव काचिन्मुखराभरणानां रशनादीनामुपरोधं परिजहार तत्याज । यतो लज्जावती । मम सुरतप्रागल्भ्यं मा कश्चिज्ज्ञासीदिति काञ्चीकङ्कणादीनत्यजदित्यर्थः। तस्याः पुनः समस्तप्रगल्भगुणानां सूचनार्थं निजः कण्ठनादो जातः। यतो हठेन प्रविसृतो निर्गतः । विदग्धस्त्रीणां सम्भोगकाले कण्ठकूजितस्यावश्यम्भावात् ॥	At the very commencement of her lovemaking session, a shy girl solved the problem of noisy ornaments by discarding them, though the very moan emitting spontaneously from her throat made it public that she was endowed with all the attributes of bold, beautiful women.	The idea is that the girl, though shy by nature, exhibited boldness in the act of lovemaking. Bold women, who are skilled in the art of lovemaking, emit noises from their throat during dalliance (JR).
15	35	तन्वी तथा रतिपथातिरसाधिरूढा व्यानञ्ज कापि पुरुषायितनैपुणानि । स्वस्तो यथा पृथुविमर्दतया खजूट- बन्धोऽपि तां चिरतरं किरति स्म पुष्पैः ॥ ३५ ॥	tanvī tathā ratipathātirasādhirūḍhā vyānañja kāpi puruṣāyitanaipuṇāni | svasto yathā pṛthuvimardatayā khajūṭa- bandho'pi tāṃ cirataraṃ kirati sma puṣpaiḥ || 35 ||	रतिपथेऽतिरसमधिरूढा कापि तन्वी पुरुषायिते विपरीतसुरते नैपुण्यानि वैदग्धीस्तथा व्यानञ्ज प्रकाशितवती यथा सुरतक्षोभवशाद्बहुमर्दभावेन शिथिलो निजजूटबन्धोऽपि पुष्पैरकिरत् । अपिशब्दादनिष्टस्यापि सचेतनेभ्यः पुष्पस्य सिद्धिः ॥	Thus did a slender-limbed woman, having ascended the pinnacle of passionate intercourse, show her skill in the woman-on-the-top position, that even her hair bun, come loose by being pulled roughly, rained flowers on her continuously.	Skilful persons are honoured by showering flowers on them.
15	36	काचित्तथा विबुधमुग्धमुखी गरीयो धार्ष्ट्यं दधार विपरीतरतिक्रियासु । चेतोभुवो विवृतकार्मुककर्मतान्ते- र्जज्ञे यथालकततिर्नवतालवृन्तम् ॥ ३६ ॥	kācittathā vibudhamugdhamukhī garīyo dhārṣṭyaṃ dadhāra viparītaratikriyāsu | cetobhuvo vivṛtakārmukakarmatānte- rjajñe yathālakatatirnavatālavṛntam || 36 ||	काचिद्देवस्त्री विपरीतसुरतारम्भे तथा प्रागल्भ्यमावहद्यथा कार्मुककर्मणा धनुराकर्षणेन तान्तिः खेदो विवृता प्रकाशिता येन तम्य चेतोभुवः कामस्यार्थात्तस्या अलकततिर्नवं तालवृन्तं व्यजनं जज्ञे जाता । कम्पमानामलकमालां दृष्ट्वा तरुणानां कामश्चिरमदीपीत्यर्थः ॥	And thus did a dainty-faced divine damsel determinedly engage in the enterprise of inverted sexual union that the row of her curly locks became a fancy palmyra fan for Kama, who was fatigued by the practice of archery.	The purport is that love was kindled in the youths when they saw the dancing locks of their beloved (JR).
15	37	शृङ्गारिणोरथ मिथः परिचुम्बनानि व्यातन्वतोर्विबभतुर्वदनेन्दुबिम्बे । अन्योन्यमात्तघटना मकरध्वजस्य सर्वस्वसम्भृतिसमुद्गपुटद्वयीव ॥ ३७ ॥	śṛṅgāriṇoratha mithaḥ paricumbanāni vyātanvatorvibabhaturvadanendubimbe | anyonyamāttaghaṭanā makaradhvajasya sarvasvasambhṛtisamudgapuṭadvayīva || 37 ||	परिचुम्बनानि मिथोऽन्योन्यस्य व्यातन्वतोः कुर्वतोर्विलासिनोर्मुखचन्द्रौ विबभतुः । मिथोऽन्योन्यस्माद्विबभतुरिति वा योज्यम् । अन्योन्यमात्ता गृहीता घटना सङ्घट्टो यया सा कामस्य सर्वखस्य सम्भृतिः सम्भारो यत्र तस्य समुद्रकस्य पुटद्वयीव । 'समुद्रपुटे इव द्वे' इति निपुणः पाठः ॥	Pressed against each other in mutual kissing, the moon-like faces of an enamoured couple appeared like the two halves of a casket filled with Kama’s lifetime earnings.	JR suggests the alternate, better reading ‘samudgapuṭe iva dve’ in place of ‘samudgapuṭadvayīva’ to match with the verb ‘vibabhatuḥ’ that is in the dual number
15	38	धौतासिपट्टरुचिरं प्रियकेशपाश- माक्रष्टुमर्पितकराः पुरुषायितेषु । तस्थुस्तथा युवतयो गणिता यथात्म- सैन्ये प्रधानसुभटा इति मन्मथेन ॥ ३८ ॥	dhautāsipaṭṭaruciraṃ priyakeśapāśa- mākraṣṭumarpitakarāḥ puruṣāyiteṣu | tasthustathā yuvatayo gaṇitā yathātma- sainye pradhānasubhaṭā iti manmathena || 38 ||	धौता येऽसिपट्टास्तद्वद्वर्णसन्निवेशाभ्यां रुचिरं प्रियकेशपाशं विपरीतरतेष्वाक्रष्टु न्यस्तहस्तास्तरुण्यस्तथा तस्थुर्यथा मन्मथेन स्वसैन्यमध्ये प्रधानयोधा इति गणिताः । स्त्रीभिः पुरुषाणां केशपाशाकर्षणसमये कामो दीप्तोऽभवदित्यर्थः । सुभटानां खड्गसम्बन्धः॥	Thus did the young ladies appear during the woman-as-man sex, their hands stretched to grab the lovers’ thick tresses, glossy like the polished blade of a sword, that Kama added them to the list of his chief fighters.	The idea is that the thick, glossy tresses of the lovers, grabbed by the women, appeared like swords in their hands, wherefore Kama regarded them as his chief fighters.
15	39	काचिद्बभार पुरुषायितविक्लवाङ्गी स्वेदोदकद्रवदलक्तकमङ्घ्रिमूलम् । आर्द्रव्रणाङ्कमिव शातझषावचूल- बाणौघकीर्णपथसंसृतिसाहसेन ॥ ३९ ॥	kācidbabhāra puruṣāyitaviklavāṅgī svedodakadravadalaktakamaṅghrimūlam | ārdravraṇāṅkamiva śātajhaṣāvacūla- bāṇaughakīrṇapathasaṃsṛtisāhasena || 39 ||	पुरुषायितेन विक्लवानि निःसहान्यङ्गानि यस्याः सा काचित्पादमूलं स्वेदोदकेन द्रवदलक्तकं यस्य तद्वभार । एतेन स्वेदानुरागौ द्योतितौ । अतः सम्भाव्यते- शातास्तीक्ष्णा ये झषावचूलस्य कामस्य बाणौघास्तैः कीर्णो यः पन्थास्तत्र संमृतिर्मार्गे चरणेनेव साहसं तेनार्द्राः सरसा व्रणा अङ्कश्चिह्नं यस्य तद्वदिव ॥	As sweat caused the red lac paint to drip, the heel of a certain lady, her limbs weakened by the strain of reverse coitus, appeared to be covered in sore wounds caused by her adventurous walk on a path that was strewn with Kama’s pointed arrows. 	N/A
15	40	मीलद्विलोचनपुटाः स्फुरिताधरौष्ठा- स्तस्थुश्चिरं मृगदृशः सुरतावसाने । ध्यानं जपं च युगपत्प्रतिपद्य सम्य- गाराधयन्त्य इव मान्मथमन्त्रतन्त्रम् ॥ ४० ॥	mīladvilocanapuṭāḥ sphuritādharauṣṭhā- stasthuściraṃ mṛgadṛśaḥ suratāvasāne | dhyānaṃ japaṃ ca yugapatpratipadya samya- gārādhayantya iva mānmathamantratantram || 40 ||	सुरतसमाप्तौ स्त्रियः सङ्कुचनेत्राः कम्पमानौष्ठ्यश्चिरं तस्थुः । अतः सम्भाव्यते तुल्यकालं ध्यानं जपं च प्राप्य कामसम्बन्धिमत्रतन्त्रमाराधयन्त्यः प्रसादयन्त्य इव । नेत्राणां मीलनं सुरतरसानुभवाध्यानवशाच्च । अधराणां स्फुरणं दन्तक्षतव्यथया जपेन च ॥	As the love sports came to an end, the deer-eyed beauties stood still for a long time, their eyelids drooping and lips trembling, as if they were worshipping Kama’s sacred mantra through simultaneous contemplation and repetition.	The drooping eyelids and trembling lips indicate contemplation on and repetition of the mantra respectively. In the context of lovemaking, the lips tremble due to the pain caused by the lover’s teeth bite (JR).
15	41	सुरतविरतौ मीलन्नीलोत्पलप्रतिमेक्षण- क्षणपिशुनिता पूर्वावाच्यप्रपञ्चचमत्कृति । क्व न नवघनोदञ्चद्धर्मच्छटाघटनान्मिथो गलदिव हठप्रेम्णा युग्मं रराज विलासिनाम् ॥ ४१ ॥	surataviratau mīlannīlotpalapratimekṣaṇa- kṣaṇapiśunitā pūrvāvācyaprapañcacamatkṛti | kva na navaghanodañcaddharmacchaṭāghaṭanānmitho galadiva haṭhapremṇā yugmaṃ rarāja vilāsinām || 41 ||	सम्भोगान्ते रसानुभावात्सङ्कुचन्ति नीलोत्पलतुल्यानि यानीक्षणानि नेत्राणि तैः पिशुनिता सूचिता पूर्वाद्भुतावाच्यप्रपञ्चा वक्तुमशक्या चमत्कृतिर्यस्य तद्विलासिनोमिथुनं घना नवा उदञ्चन्त्यो या धर्मच्छटास्तासां घटनाद्धेतोर्हठेनात्यन्तं प्रेम्णा स्नेहेन गलदिव क्व न बभौ । नेदं धर्माम्बु, किं तर्हि, स्नेहरस एवेत्यर्थः ॥	As the romantic couples everywhere betrayed the unusual and profoundly exciting experience they had gone through by closing their blue-lily eyes at the end of lovemaking, they seemed to melt away into one another through a profuse outpouring of fresh sweat, occasioned by irresistible desire. 	N/A
15	42	तासामण्डलितावखण्डदयिताश्लेषप्रहर्षात्कुचौ । रेजाते जलजच्छदायतदृशां खेदाम्बुनो बिन्दुभिः । व्यावल्गन्मदनानुगत्वररतिश्रोत्रागवेगस्खल- न्मुक्तादन्तुरहेमकुण्डललिपेरारूढवन्तौ धुरम् ॥ ४२ ॥	tāsāmaṇḍalitāvakhaṇḍadayitāśleṣapraharṣātkucau | rejāte jalajacchadāyatadṛśāṃ khedāmbuno bindubhiḥ | vyāvalganmadanānugatvararatiśrotrāgavegaskhala- nmuktādanturahemakuṇḍalaliperārūḍhavantau dhuram || 42 ||	अखण्डं निबिडं दयितकर्तृकादाश्लेषान्मण्डलितौ मण्डलाकारौ सम्पन्नौ तासां कुचौ धर्मजलस्य कणैः शुशुभाते । व्यावल्गन्क्रीडासञ्चारी यो मदनतस्यानुगत्वर्यनुयायिनी या रतिस्तस्याः श्रोत्राग्राद्वेगेन स्खलत्पतन्मुक्तादन्तुरं यद्धेमकुण्डलं तस्य लिपेष्टङ्कस्य धुरमारूढवन्तौ । सुवर्णकुण्डलसदृशावित्यर्थः । उपमोपक्रमोत्प्रेक्षेयम् ॥	Gleaming with beads of perspiration resulting from the thrill of their lover’s tight embrace, the buxom breasts of the ladies, whose long eyes resembled lotus petals, appeared like the round, pearl-studded gold earrings of Rati that had snapped and fallen off her earlobe while she was following behind Kama as he strolled about in leisure.	The pair of breasts, dotted with sweat drops, appear like Rati’s pearl-studded gold earrings.
15	43	मुकुलितदृशो धर्माम्भोभिर्विमृष्टविशेषका वपुषि विधृतोत्कम्पे सान्द्रस्फुरत्पुलकोर्मयः । इति युवतयो मज्जं मज्जं रसे झषलक्ष्मण- श्चिरमुपवहल्लावण्यस्य व नानवधिं विधिम् ॥ ४३ ॥	mukulitadṛśo dharmāmbhobhirvimṛṣṭaviśeṣakā vapuṣi vidhṛtotkampe sāndrasphuratpulakormayaḥ | iti yuvatayo majjaṃ majjaṃ rase jhaṣalakṣmaṇa- ściramupavahallāvaṇyasya va nānavadhiṃ vidhim || 43 ||	सुरतस्वेदवशान्मीलन्नेत्रा धर्मजलैरुत्पुसिततिलकाः सकम्पे शरीरे कृत्वा (?) स्फुरत्पुलकोर्मी रोमाञ्चोल्लासो यासाम् । ता युवतयो झषलक्ष्मणः कामस्य रसे मज्जं मज्जं निमज्य निमज्य लावण्यस्य विधिमियत्तारहितं क्व न बभुः । कामरसोऽत्र जलेनाभेदेनाध्यवसितः । मज्जं मज्जमिति 'आभीक्ष्ण्ये णमुल्च' इति णमुल् ॥	Plunging time and again into the stream of love, the young maidens, their eyes closed, decorative designs washed away, and shaky frames sprouting closely-packed ripples of goosebumps, repeatedly upheld the universal standard of boundless beauty.	In this verse, plunging into the stream of love is likened with plunging into water (JR). Closing of eyes, washing away of decorative designs, trembling of limbs, and sprouting of goosebumps also occur when one plunges into water.
15	44	तत्कालत्रुटदच्छहारफलकैरध्यास्यमानं वधू- केलीतल्पतले किमुच्छलिततां गण्डोपधानं दधौ । शृङ्गारैकमये पुपोष समये तस्मिन्नुपेत्य क्षितिं तारान्तःपुरसुन्दरीभिरुत किं चन्द्रो रतिव्यत्ययम् ॥ ४४ ॥	tatkālatruṭadacchahāraphalakairadhyāsyamānaṃ vadhū- kelītalpatale kimucchalitatāṃ gaṇḍopadhānaṃ dadhau | śṛṅgāraikamaye pupoṣa samaye tasminnupetya kṣitiṃ tārāntaḥpurasundarībhiruta kiṃ candro rativyatyayam || 44 ||	वधूनां क्रीडाशयने गण्डोपधानं कपोलमसूरिकोच्छलिततां स्थानान्तरगमनं किं 	Did a round pillow, overlain with a band of bright pearls that broke off just then (from a necklace), land by the foot of a lady’s pleasure couch? Or was it the Moon, who, having arrived on earth at that hour of singular passion, engaged in the women-on-the-top sex with the starry beauties of his harem?	The doubt expressed in this verse is based on the similarity between the round pillow and the moon on the one hand and between the pearls and the stars on the other. The purport is that the pillow overlain with pearls appeared like the moon, who, having come to earth, was enjoying woman-on-the-top sex with his starry wives.
15	45	दधौ । तत्कालं सुरतकलहे त्रुटन्त्यच्छानि हारफलकानि मुक्ताफलकानि तैरध्यास्यमानमुपर्याश्रीयमाणम्। तस्मिशृञ्ङ्गारप्रकृतौ काले भूमिमवरुह्य तारा एवान्तःपुराङ्गनास्ताभिः समं चन्द्रो विपरीतसुरतं किं दधौ ॥वेणीदण्डो रतिरसहठक्षोभविस्रस्तबन्धः पारेस्कन्धं व्यधित सशिरोरत्नखण्डः प्रतिष्ठाम् । तासामुद्यत्प्रसभसुरभिश्वासवातोपभोगे भोगो लोभादुपनत इवानङ्गकृष्णोरगस्य ॥ ४५ ॥	dadhau | tatkālaṃ suratakalahe truṭantyacchāni hāraphalakāni muktāphalakāni tairadhyāsyamānamuparyāśrīyamāṇam| tasmiśṛñṅgāraprakṛtau kāle bhūmimavaruhya tārā evāntaḥpurāṅganāstābhiḥ samaṃ candro viparītasurataṃ kiṃ dadhau ||veṇīdaṇḍo ratirasahaṭhakṣobhavisrastabandhaḥ pāreskandhaṃ vyadhita saśiroratnakhaṇḍaḥ pratiṣṭhām | tāsāmudyatprasabhasurabhiśvāsavātopabhoge bhogo lobhādupanata ivānaṅgakṛṣṇoragasya || 45 ||	रतिरसेन हठेन क्षोभः कलहस्तेन विस्रस्त: शिथिलो बन्धो ग्रन्थिर्यस्य स वेण्येव दीर्घत्वाद्दण्डः स्कन्दस्यांसस्य पारे पश्चात्प्रतिष्ठां स्थितिमकरोत् । सह शिरोरत्नखण्डेन वर्तते यः सः । तासामुद्यन्निर्गच्छन्प्रसभमत्यर्थे सुरभिर्यःश्वासवातस्तस्योपभोगे लोभादागतः कामकृष्णाहेर्भोग: शरीरमिव। शिरोरत्नखण्डं फणारत्नस्थानीयम् ॥	Its knot undone in the wild frenzy of lovemaking, the women’s thick plait was tossed up over their shoulder. Adorned with a crest jewel, it looked like the expanded hood of the black cobra that is Kama, approaching them to greedily lap up their hurried, strongly fragrant breaths.	Snakes are supposed to be adorned with crest-gems and feed on wind
15	46	ध्वंसं भेजेऽङ्गरागो निबिडतरपरिष्वङ्गभड्गिप्रसङ्गा-त्तुत्रोटाशेषरत्नाभरणपरिकरो भूयसा सम्भ्रमेण । शीर्णत्वं केशपाशोऽगमदिति सफलीभूय कान्तोपभोगा- दाकल्पोऽनङ्गलीलाविधिषु विधुरतामालिलिङ्गाङ्गनानाम् ॥ ४६ ॥	dhvaṃsaṃ bheje'ṅgarāgo nibiḍatarapariṣvaṅgabhaḍgiprasaṅgā-ttutroṭāśeṣaratnābharaṇaparikaro bhūyasā sambhrameṇa | śīrṇatvaṃ keśapāśo'gamaditi saphalībhūya kāntopabhogā- dākalpo'naṅgalīlāvidhiṣu vidhuratāmāliliṅgāṅganānām || 46 ||	निबिडमालिङ्गनादङ्गरागोऽनश्यत् । सर्वेषां रत्नभूषणानां सामग्री बहुना क्षोभेन चिच्छिदे। केशपाशः सस्रंसे । एवं कामक्रीडासु प्रियेषूपयोगादुपयुज्यमानत्वात्फलितो भूत्वा वेषो विधुरतां खरूपनाशमालिलिङ्गावापत् ॥	The cosmetic application was rubbed off by tight embraces; every single piece of gem-studded jewellery fell apart in the spirited excitement; and handsome hair was ruffled. The womenfolk’s embellishment thus embraced ruin during the love sports even as it found its purpose in the enjoyment of the lovers. 	N/A
15	47	कीर्णेऽपि श्रवणोत्पले रतिरसारम्भोल्लसद्वल्लभ- प्रावारापहृतिह्रिया जघटिरे ये नाम नाल्पायुषः । ते कन्दर्पविलासतान्तिहतये धूतेऽपि चेलाञ्चले कान्तानां सदनेषु चित्रमगमन्दीपाः कथाशेषताम् ॥ ४७ ॥	kīrṇe'pi śravaṇotpale ratirasārambhollasadvallabha- prāvārāpahṛtihriyā jaghaṭire ye nāma nālpāyuṣaḥ | te kandarpavilāsatāntihataye dhūte'pi celāñcale kāntānāṃ sadaneṣu citramagamandīpāḥ kathāśeṣatām || 47 ||	रतिरसारम्भेणोल्लसन्तः । सरसा इत्यर्थः । ये वल्लभास्तैः प्रावारापहृतिर्वस्त्रहरणं तेन ह्रिया लज्जया हेतुभूतया शमनार्थं स्त्रीभिः कर्णोत्पले क्षिप्ते दीपा अल्पायुषो न नाम जघटिरे न शान्तास्ते दीपाः कामविलासैर्या तान्तिः स्वेदस्तस्य हतये निवारणार्थं वस्त्राञ्चलेऽपि कम्पिते विलासिनामावासेसु कथाशेषतामगमन् । अशाम्यन्नित्यर्थः । एतेन रात्रिसमाप्तिः सूचिता ॥	How strange! Those very lamps, whose lives were not cut short abruptly in the pleasure mansions even when the ladies, afraid of being disrobed by their zesty lovers just as the revelry of lovemaking commenced, hurled the blue lilies adorning their ears on them, were reduced to posthumous entities even when the same ladies fanned the hem of their garment to allay the fatigue of love sports.	The verse suggests the end of night. ‘Lamps, whose lives were not cut short abruptly in the pleasure mansions even when the ladies, afraid of being disrobed by their zesty lovers just as the revelry of lovemaking commenced, hurled the blue lilies adorning their ears on them’ is an indirect way of saying that the lamps were burning brightly at nightfall when the lovemaking commenced. Likewise, ‘were reduced to posthumous entities even when the same ladies fanned the hem of their garment to allay the fatigue of love sports’ is a roundabout way of saying that the flame of those very lamps dwindled away at dawn when the love play came to an end.
15	48	आलीषु क्रमशः प्रविश्य गलितालक्ताङ्घ्रिमुद्रासखे न्यस्यन्तीषु दृशं विलासशयने मेराननं वीप्सया । काचित्पादनखाञ्चलेन किमपि क्ष्मामालिखन्ती मुहुः सव्रीडं च सविभ्रमं च कमितुश्चित्ते निखाताभवत् ॥ ४८ ॥	ālīṣu kramaśaḥ praviśya galitālaktāṅghrimudrāsakhe nyasyantīṣu dṛśaṃ vilāsaśayane merānanaṃ vīpsayā | kācitpādanakhāñcalena kimapi kṣmāmālikhantī muhuḥ savrīḍaṃ ca savibhramaṃ ca kamituścitte nikhātābhavat || 48 ||	श्रमवशाद्गलितालक्तयोरङ्गयोः पादयोर्मुद्रा संस्थानसङ्क्रातिस्तत्सखे क्रीडाशयने सहासं मुखं कृत्वा सखीषु पुनः पुनदृशं क्षिपन्तीषु सतीषु लज्जावशाच्चरणनखाग्रेण किमपि सलज्जं सविलासं च भूमिं लिखन्ती काचित्प्रियस्य चित्ते निखाता रोपिताभवत् ॥	As her friends dropped in one by one and, with a smiling countenance, let their eyes fall repeatedly on the pleasure bed, bearing the imprint of the red lac that had dripped off her feet, a certain girl, who, in a blend of shyness and coquettishness, kept pointlessly drawing lines on the ground with the tip of her toenail, was etched deeply in her lover’s heart.	By describing the pleasure bed as bearing the imprint of red lac that had dripped off the girl’s feet, the poet seems to suggest that she had practised the woman-on-the-top sex. The blend of shyness (at being found out by her friends) and coquettishness (due to the confidence resulting from the practice of the woman-on-the-top sex) adds force to this suggestion.
15	49	पौनःपुन्योपचितसुचिरानङ्गकेलिश्रमार्ता निद्रान्ति स्म द्विगुणतरुणीबाहुगण्डोपधानम् । ये विस्रब्धं क्वचन जघटे प्रत्युषस्तूर्यघोष- स्तेषां योषित्कुलगुरुनवोच्चाटनामूलमन्त्रः ॥ ४९ ॥	paunaḥpunyopacitasucirānaṅgakeliśramārtā nidrānti sma dviguṇataruṇībāhugaṇḍopadhānam | ye visrabdhaṃ kvacana jaghaṭe pratyuṣastūryaghoṣa- steṣāṃ yoṣitkulagurunavoccāṭanāmūlamantraḥ || 49 ||	पौनःपुन्येन वीप्सयोपचिता वर्धिता या नङ्गकेलिस्तया श्रमस्तेनार्ताः सन्तो ये निद्रान्ति स्म निदद्रुः । कथम् । द्विगुणास्तरुणीबाहुदण्डा एवोपधानं गण्डको यत्र । तेषां प्रभातपटहशब्दो योषित्कुलगुरोः कामस्य सम्बन्धी नव उच्चाटनामूलमन्त्रः क्व न सम्पन्नः। उच्चाटनात्समयभ्रंशान्निग्रहस्तत्र प्रधानभूतो मन्त्रः ॥	Exhausted by the long-drawn sport of sex, which had grown intense with repeated practice, the men slept peacefully, making the doubled-up arms of the young maidens their pillows. The sound of musical instruments at daybreak became a new mantra of Kama, the family priest of ladies, to expel such men (from the community of lovers).	The idea is that the men brought their love sport to a halt at dawn. To desist from lovemaking is to breach the lover’s contract, leading to expulsion from the community of lovers. The sound of musical instruments at dawn is fancied as a mantra pronounced by Kama, the family priest of ladies, to bring about this expulsion. Uccāṭana is the act of banishing someone (including evil spirits) from their place by employing mantras (‘uccāṭanaṃ svadeśāderbhraṃśanaṃ parikīrtitam’, Śāradātilaka Tantra, 23.125)
