#,chapter_number,sloka_number,sloka,transliterated,vyakhya,translation,fn_text
,,,प्रथमः सर्गः ॥,,,First Canto,
1337,21,11,अनीककोलाहलकेलिविस्तरप्रतिश्रुता काहलतां जगाहिरे। अपास्तमौनाः पुरतः पुरद्विषो दिशः प्रयाणोत्सवमङ्गलैरिव ॥ ११ ॥,anīkakolāhalakelivistarapratiśrutā kāhalatāṃ jagāhire| apāstamaunāḥ purataḥ puradviṣo diśaḥ prayāṇotsavamaṅgalairiva || 11 ||,सैन्यकलकलक्रीडाप्रबन्धप्रतिशब्देन हेतुना दिश: काहलतां शब्दायमानत्वमापुः । अतः सम्भाव्यते - हरस्य प्रस्थानोत्सवगीतैर्हेतुभिस्त्यक्तमौना इव । दानवभयात्स्त्रीत्व​व्यवहारावच्छेदात्पूर्वं तासां मौनमासीत् । राजप्रस्थाने च वारनारीगीतस्योचितत्वात् ॥,"The Directions reverberated with the echo of the army’s cheerful outcry as if, abandoning their silence, they were singing auspicious songs before Pura’s Foe on the festive occasion of his military march.","Courtesans sing songs when a king sets out on his military march; the directions had hitherto maintained silence due to their fear of the Tripuras and in keeping with their feminine nature ( the word ‘dik’, meaning ‘direction', is in the feminine gender) (JR)."
1338,21,12,प्रयाणलीलावसरे पिनाकिनो विवृण्वती वेगनिरङ्कुशां दशाम् । पुरश्च मौलौ च सुपर्ववाहिनी विनिद्रकोलाहलतामगाहत ॥ १२ ॥,prayāṇalīlāvasare pinākino vivṛṇvatī veganiraṅkuśāṃ daśām | puraśca maulau ca suparvavāhinī vinidrakolāhalatāmagāhata || 12 ||,पिनाकिनः प्रस्थानावसरे सवेगामवस्थां प्रकाशयन्ती सुपर्ववाहिनी देवसेना गङ्गा च पुरो मुकुटे चासङ्कुचितकलकलतामभजत् ॥,"Unhindered in its speed, the celestial army/river made a lot of noise, both in front of Shiva and on his head, at the time of his glorious march.",N/A
1339,21,13,विलासपङ्केरुहसौरभापतद्विशालभृङ्गावलिभिर्विरेजिरे । क्व सैन्यसारङ्गदृशोऽपि नोच्छ्वसत्कृपाणरेखैरिव पाणिपल्लवैः ॥ १३ ॥,vilāsapaṅkeruhasaurabhāpatadviśālabhṛṅgāvalibhirvirejire | kva sainyasāraṅgadṛśo'pi nocchvasatkṛpāṇarekhairiva pāṇipallavaiḥ || 13 ||,लीलापद्मे सौगन्ध्येनागच्छन्तीभिर्विस्तीर्णाभिर्भ्रमरपङ्क्तिभिर्हेतुभूताभिः सखड्गैरिव हस्तैः सैन्यस्त्रियोऽपि क्व नादीप्यन्त ॥,"Thanks to the long-drawn rows of bees rushing towards them due to the fragrance of their sportive lotuses, even the deer-eyed women accompanying the army appeared to be holding outstretched swords in their soft, sprout-like hands.",N/A
1340,21,14,पदं चुचुम्ब प्रतिबिम्बिता विभोर्वरूथिनी सा स्फटिकाद्रिसानुषु । श्रयन्त्यरातिक्षतितारतम्यतः प्रभावतोऽनेकशरीरतामिव ॥ १४ ॥,padaṃ cucumba pratibimbitā vibhorvarūthinī sā sphaṭikādrisānuṣu | śrayantyarātikṣatitāratamyataḥ prabhāvato'nekaśarīratāmiva || 14 ||,स्फटिकाद्रिशिखरेषु प्रतिबिम्बिता सा प्रभोः सेना पदं चुचुम्ब सादरं पस्पर्श । अतः सम्भाव्यते - अरातीनां शत्रूणां क्षतिर्हननं तत्र तारतम्यमतिवाञ्छा ततो हेतोः प्रभाववशाद्बहुमूर्तितामिव सेवमाना ॥,"The Lord’s army gained a foothold on the peaks of the Crystal Mountain by being reflected on them, thus assuming, as it were, a plurality of bodies in its strong desire for exterminating the enemies.",N/A
1341,21,15,निनाय माद्यन्सुरसिन्धुनन्दनो बत स्वसेनामपि दौस्थ्यपद्धतिम् । तदीयमाघ्राय हि दानसौरभं गजो विदद्रौ क न कस्य योधिनः॥ १५ ॥,nināya mādyansurasindhunandano bata svasenāmapi dausthyapaddhatim | tadīyamāghrāya hi dānasaurabhaṃ gajo vidadrau ka na kasya yodhinaḥ|| 15 ||,माद्यन्मदमयो गजमुखः स्वसेनामपि दुरवस्थत्वमनैषीत् । हिर्यस्मादर्थे । कस्य न योधिनः सर्वेषामेव योधानां गजो हस्ती गजेन्द्रमदसौगन्ध्यं घ्रात्वा क्व न विदद्रौ । सर्वत्रैव पलायितः । गजजातेर्गजान्तरगन्धोद्विग्नत्वात् ॥,"Ganesha, who was intoxicated in rut, put his very own army into disarray because every warrior’s elephant went berserk all over the place after smelling the odour of his ichor.",Elephants cannot tolerate the smell of each other's ichor (JR).
1342,21,16,रवेण भेर्या घननादबन्धुना शिखी विशाखस्य नटत्वमादधे । अवाप्य शिक्षामिव तत्क्षणं यतो द्विषत्कबन्धा अपि नृत्तमादधुः ॥ १६ ॥,raveṇa bheryā ghananādabandhunā śikhī viśākhasya naṭatvamādadhe | avāpya śikṣāmiva tatkṣaṇaṃ yato dviṣatkabandhā api nṛttamādadhuḥ || 16 ||,स्तनितसदृशेन पटहशब्देन विशाखस्य कुमारस्य शिखी मयूरो नटत्वमादधेऽनृत्यत् । यतः शिखिनः शिक्षामिव प्राप्य द्विषतां कबन्धा अपि नृत्तमादधुर्ननृतुः ॥,"Listening to the roar of the war drums, which resembled the thunder of clouds, Kumara’s peacock began to dance. Instructed, as it were, by it, the headless trunks of the enemies took to dancing too.",N/A
1343,21,17,धृता रथाङ्गैः स्फटिकारुणोपलप्रभाविभागातिथिभिर्नगाध्वसु । रथाः परेषामपि तत्र भेजिरे विनिद्रचन्द्रार्कमयारितामिव ॥ १७ ॥,dhṛtā rathāṅgaiḥ sphaṭikāruṇopalaprabhāvibhāgātithibhirnagādhvasu | rathāḥ pareṣāmapi tatra bhejire vinidracandrārkamayāritāmiva || 17 ||,हरादन्येषामपि रथा विनिद्रावुदितौ  यौ चन्द्रार्कौ तन्मयमरि चक्रं यस्य तद्भावमिव दधुः । यतो रथाङ्गैश्चक्रैरूढाः । स्फटिकानि चारुणोपलाः पद्मरागास्तेषां प्रभास्तासां विभागस्यातिथिभिः परिचितैः । स्फटिकचक्रत्वाच्चन्द्रत्वं पद्मरागचक्रत्वादर्कत्वमिति प्रभाणां विभागः॥,"Supported on mountainous terrains by wheels that each sparkled with the sheen of inlaid crystals and rubies, the chariots of others too seemed to possess the moon and the sun for their wheels.",The wheels inlaid with crystals and rubies resemble the moon and the sun respectively. ‘Others’ = ‘those other than Shiva’ (JR).
1344,21,18,अहो महो दैत्यजनाभिषेणने तदीश्वरस्यानुपमश्रि पप्रथे । रथाङ्गमूर्ती दिनकृन्निशाकरौ विसृत्वरे यत्प्रसरे ममज्जतुः ॥ १८ ॥,aho maho daityajanābhiṣeṇane tadīśvarasyānupamaśri paprathe | rathāṅgamūrtī dinakṛnniśākarau visṛtvare yatprasare mamajjatuḥ || 18 ||,त्रिपुरयात्रायां हरस्य तेजोऽनुपमा साम्यरहिता श्रीर्यस्य तत्पप्रथे । विसरणशीले यत्प्रसरे तेज:स्फारे चन्द्रार्कौ मग्नौ ॥,"Matchless was the magnificent glow of Shiva as he marched against the Asura tribe; a glow, in whose spreading expanse, the sun and the moon, disguised as chariot wheels, vanished without a trace!",N/A
1345,21,19,उपर्यहीन्द्रो गिरिशस्य भूषणं बभौ रथात्मा तदधो वसुन्धरा । अथास्त तत्पाददशेन्दुसूर्ययोरहो तदा विश्वविपर्ययोऽभवत् ॥ १९ ॥,uparyahīndro giriśasya bhūṣaṇaṃ babhau rathātmā tadadho vasundharā | athāsta tatpādadaśendusūryayoraho tadā viśvaviparyayo'bhavat || 19 ||,"अहो तदा विश्वस्य विपर्यासोऽभूत् । यत उपरिष्टाच्छेष आसीत् । यतो हरस्यालङ्कारः। तस्य शेषस्याधो रथरूपा भूमिः । चन्द्रार्कयोस्तत्पाददशा रथचरणत्वम् । सदा शेषोऽधः, तदृर्ध्वे भूः, तदुपरि चन्द्रार्कौ । तदा न तथेति विश्वविपर्ययः ॥","The universe turned topsy-turvy at that time! For, the Serpent Lord, who is Shiva’s ornament, occupied the very top; the earth, which assumed the form of a chariot, shone beneath him; and the sun and the moon were reduced to the state of the chariot’s wheels.","Shesha, the lord of serpents, lies bottommost; above him, supported on his hoods, is the earth; and higher up are the moon and the sun. In this case, however, the order was reversed (JR)."
1346,21,20,हठाद्विनिर्यन्नथ कोऽपि मत्सरात्कराद्विकृष्यैणदृशोंऽशुकाञ्चलम् । जवेन गत्वापि मनाग्बतावशो बभूव वीप्सावलितार्धकन्धरः ॥ २० ॥,haṭhādviniryannatha ko'pi matsarātkarādvikṛṣyaiṇadṛśo'ṃ'śukāñcalam | javena gatvāpi manāgbatāvaśo babhūva vīpsāvalitārdhakandharaḥ || 20 ||,सङ्ग्रामगमनमनिच्छन्त्या योषितो हस्तात्स्ववस्त्रान्तं नीत्वा हठान्निर्गच्छन्कश्चित्ततो वेगेन किञ्चिद्गत्वा वीप्सया पौनःपुन्येन वलिता तिर्यक्कृतार्धकन्धरा येन सोऽभूत् । यतोऽवशो गन्तुमशक्तः । स्नेहस्मरणेन स्वातन्त्र्यनिरोधात् ॥,"How very sad! Freeing the hem of his robe from the hand of his deer-eyed beloved hesitantly, a certain warrior, who left in a hurry, could barely stop himself from turning back a little every now and then just after taking a few quick steps.",The lover’s freedom was restricted by memories of love (JR).
1347,21,21,हठोत्कया कश्चन कान्तया रहः कृतावगूहः प्रतिमुक्तिसिद्धये । निमज्ज्य तत्स्पर्शरसामृतह्रदे बतोत्तरीतुं सहसैव नाशकत् ॥ २१ ॥,haṭhotkayā kaścana kāntayā rahaḥ kṛtāvagūhaḥ pratimuktisiddhaye | nimajjya tatsparśarasāmṛtahrade batottarītuṃ sahasaiva nāśakat || 21 ||,हठेनात्यर्थमुत्कोत्कण्ठा तया हेतुभूतया प्रतिमोचनार्थं स्त्रिया कृतालिङ्गनः कश्चित्तस्याः स्पर्शरस एवामृतह्रदस्तत्र निमज्ज्य सहसोत्तरीतुं नाशकत् । सहसैवेति वचनं क्षणान्तरे उत्तरणप्रतिपादनार्थम् ॥,"Having received a secret embrace from his unrelentingly anxious sweetheart as she bid him farewell, another warrior, who plunged into the ambrosial lake of her affectionate touch, could not emerge out of it readily.",The word ‘sahasā’ (‘readily’) implies that the warrior described here did not get struck in the passionate experience but came back to his senses the very next moment (JR).
1348,21,22,चचाल कश्चित्परितोषविह्वलैः पदैः प्रवीरो धृतधैर्यविप्रुषः । स्ववल्लभाया निबिडावगूहनामवाप्य पाथेयमिवाधरामृतम् ॥ २२ ॥,cacāla kaścitparitoṣavihvalaiḥ padaiḥ pravīro dhṛtadhairyavipruṣaḥ | svavallabhāyā nibiḍāvagūhanāmavāpya pātheyamivādharāmṛtam || 22 ||,धृता धैर्यस्य विप्रुट् अंशो यया तस्याः स्ववल्लभाया निबिडं कृत्वालिङ्गनात्पाथेयं श्रमहरमिवौष्ठामृतं प्राप्य आनन्दसम्भ्रान्तैः पदैः कश्चिद्रणाय चलितः ॥,A third warrior walked with steps that faltered in joy after he received from his somewhat strong-hearted beloved the provisions for his journey - the ambrosia of her lips - by hugging her tightly.,N/A
1349,21,23,विजित्वरः सत्वरमेषि चेच्छिवं न चेत्पुनर्नो त्रिदिवेऽस्तु संस्तवः । इतीरयित्वा तरलायितेक्षणा कथञ्चिदाप्रष्टुमियेष वल्लभम् ॥ २३ ॥,vijitvaraḥ satvarameṣi cecchivaṃ na cetpunarno tridive'stu saṃstavaḥ | itīrayitvā taralāyitekṣaṇā kathañcidāpraṣṭumiyeṣa vallabham || 23 ||,प्राप्तविजयस्त्वं यद्येषि तदा मङ्गलम् । न चेत्सङ्ग्रामादेषि तदावयोः स्वर्गे सङ्गमः । अनेन मरणव्यवसायः सूचितः । इत्युक्त्वा काचित्कथञ्चित्प्रियं प्रतिमोक्तुमैच्छत् ॥,"""Everything will be fine if you quickly return back victorious. Otherwise, we shall meet again in heaven” – so saying, a maiden with roving eyes tried to somehow bid her lover farewell.",The maiden’s words indicate a resolve to die if the lover didn't come back (JR).The adjective ‘taralāyitekṣaṇā’ (‘with roving eyes’) hints at the anxiety and helplessnes of the lady described here.
1350,21,24,प्रपद्य नाकं करवालवर्मना सुपर्वनारीः परिरब्धुमिच्छसि । न तत्सहे तेऽहमिति प्रियोऽन्यया न्यरुध्यतेर्ष्याकलुषाक्षरैः पदैः ॥ २४ ॥,prapadya nākaṃ karavālavarmanā suparvanārīḥ parirabdhumicchasi | na tatsahe te'hamiti priyo'nyayā nyarudhyaterṣyākaluṣākṣaraiḥ padaiḥ || 24 ||,खड्गमार्गेण स्वर्गं प्राप्य देवस्त्रीरालिङ्गितुमिच्छसि । तद्देवयोषिदालिङ्गनं न सहे । इतीर्ष्यया मत्सरेण कलुषाणि रूक्षाण्यक्षराणि येषां तैः पदैः करणभूतैरन्यया कथञ्चिन्निरुद्धः ॥,"""You (evidently) long to embrace the divine damsels after reaching heaven by taking the (hero’s) path of the sword. But I don’t approve of it” – another lady stopped her lover in this manner with words that were marred by harsh-sounding, jealousy-ridden letters.","Heroes who die fighting in battle are believed to reach heaven (cf. ‘hato vā prāpsyasi svargam’, Bhagavadgītā, 2.37). Since the lady described here is the wife of a Gana warrior (and not of a Deva), there is no contradiction in her words, i.e., in claiming that her husband wants to visit heaven."
1351,21,25,रुरोध काचिद्दयितं ततोऽश्रभिः पिधीयमानाकुललोचनाभवत् । उपांशु निर्गत्य य​यौ स संयुगे तदन्तरे वीररसैककिङ्करः ॥ २५ ॥,rurodha kāciddayitaṃ tato'śrabhiḥ pidhīyamānākulalocanābhavat | upāṃśu nirgatya yayau sa saṃyuge tadantare vīrarasaikakiṅkaraḥ || 25 ||,काचित्प्रियमरुणत् । ततो बाष्पैराच्छाद्यमानव्याकुलनेत्रा साभूत् । तदन्तरे तच्छिद्रकाले उपांशु शनैर्निर्गत्य सङ्ग्रामाय गतः । यतो वीररसस्यैककिङ्करः । अस्यामश्रुच्छादितनेत्रायां गन्तुं मम समय इति विचार्य गतः ॥,"Yet another woman stood in the way of her lover. The next moment, her agitated eyes were blinded by tears. And in that brief interval, the lover, subservient solely to his warrior spirit, stealthily left for the battle.",N/A
1352,21,26,हठात्प्रयान्तं प्रियमङ्गनेतरा विमुञ्चती दैन्यसखे विलोचने । सितासितापाङ्गतरङ्गितांशुभिर्जुगोप रक्तेव नवेन वर्मणा ॥ २६ ॥,haṭhātprayāntaṃ priyamaṅganetarā vimuñcatī dainyasakhe vilocane | sitāsitāpāṅgataraṅgitāṃśubhirjugopa rakteva navena varmaṇā || 26 ||,प्रियगमनेन सदैन्ये नेत्रे भर्तरि स्नेहवशात्किरन्ती काचिद्धठाद्गच्छन्तं वल्लभं नवेन कवचेनेव जुगोप ररक्ष । सितासिता अपाङ्गतरङ्गिता येंऽशवस्तैः । यतो रक्ता सानुरागा। कटाक्षकान्तिव्याजादायसं कवचमिव पर्यधापयदित्यर्थः ॥,"Letting a pair of sorrowful eyes fall on the lover, who was taking leave of her in a hurry, a certain lady seemed to drape him affectionately in a brand new armour with the rippling rays of her black and white side-glances.","The armour described here is made of iron (‘āyasaṃ kavacam’, JR), probably with white stripes adorning it."
1353,21,27,अशक्नुवन्त्यस्तरसेतराः प्रियान्विमोक्तुमिन्दीवरदीर्घदृष्टयः । प्रतुष्टुवुः साध्वसगद्गदैः पदैः कथाश्चिरायानुपयोगिनीरपि ॥ २७ ॥,aśaknuvantyastarasetarāḥ priyānvimoktumindīvaradīrghadṛṣṭayaḥ | pratuṣṭuvuḥ sādhvasagadgadaiḥ padaiḥ kathāścirāyānupayoginīrapi || 27 ||,वल्लभान्सहसा प्रतिमोक्तुमसमर्था अन्या भयवशेन श्लिष्टैः पदैः सङ्ग्रामप्रस्तावानुचिताः कथाः प्रारेभिरे । विलम्बनार्थमिति भावः ॥,"Unable to let go of their lovers readily, other women, with long eyes that resembled blue lotuses, carried on pointless conversations for a long time in words shaken by fear.",The women carried on pointless conversations in order to delay their lovers (JR).
1354,21,28,परः प्रियायाः प्रतिमुक्तिलालनाकृते स्थितोऽग्रे मुहुरार्तचेतसः । सरूपमुत्खातकृपाणरश्मिभिर्द(र्दृ)शोरुवापेव वियोगजं तमः ॥ २८ ॥,paraḥ priyāyāḥ pratimuktilālanākṛte sthito'gre muhurārtacetasaḥ | sarūpamutkhātakṛpāṇaraśmibhirda(rdṛ)śoruvāpeva viyogajaṃ tamaḥ || 28 ||,विरहभयाद्दीनचित्ताया वल्लभाया प्रतिमोचने लालनायाः करणार्थं पुरः स्थितः कश्चिदुत्खातस्य कोषान्निष्कृष्टस्य रश्मिभिर्हेतुभिः सरूपं रूपसहितं विरहजमन्धकारमिवोप्तवान् । अत्र खड्गप्रभास्तमस्त्वेन सम्भाविताः॥,"A certain man, standing before his distressed beloved to bid her an affectionate farewell, seemed to continuously sow, through the gleam of his drawn-out sword, the similarly hued darkness of sorrowful separation in her eyes.",Swords are generally described as black in Sanskrit literature
1355,21,29,विलिप्यमानाननमोजसः कणैर्जयश्रियः संवननौषधैरिव । स्थिरानुरागव्र​ततत्पराः पराः स्वयं प्रियं वामदृशोऽनुवव्रजुः ॥ २९ ॥,vilipyamānānanamojasaḥ kaṇairjayaśriyaḥ saṃvananauṣadhairiva | sthirānurāgavratatatparāḥ parāḥ svayaṃ priyaṃ vāmadṛśo'nuvavrajuḥ || 29 ||,जयलक्ष्म्या वशीकरणौषधैरिवौजसः कणैर्विलिप्यमानमुखं प्रियं दृढानुरागव्रते तत्पराः सक्ताः काश्चिस्त्रियः स्व​यं वल्लभमनुजग्मुः ॥,"Established firmly in the practice of love’s vow,  some pretty-eyed maidens voluntarily followed their lovers, whose faces were besmeared with specks of brilliance as if with magical ointments for charming Lady Victory.",N/A
1356,21,30,सितातपत्रैः शबलं विदिद्युते विकोषसैन्यासिविसृत्वरं महः । रथीभवन्त्यां भुवि शेषमूर्धभिः सहैव पातालतमः समुद्गतम् ॥ ३० ॥,sitātapatraiḥ śabalaṃ vididyute vikoṣasainyāsivisṛtvaraṃ mahaḥ | rathībhavantyāṃ bhuvi śeṣamūrdhabhiḥ sahaiva pātālatamaḥ samudgatam || 30 ||,आकृष्टेभ्यः खड्गेभ्यो निर्गच्छंस्तथा श्वेतातपत्रैश्चित्रं तेजो दिद्युते । सम्भाव्यते - भुवि रथरूपायां सत्यां शेषफणाभिः सहोत्थितं पातालान्धकारमिव ॥,"Interspersed with white parasols, the spreading glow of the army’s unsheathed swords appeared like the nether world’s dense darkness tossed up along with Shesha’s hoods when the earth was transforming into a chariot.","Shesha, the lord of serpents, resides in the nether world of Pātāla, and is an epitome of whiteness.The circle of white parasols correspond to Shesha’s hoods and the glow of swords, to the darkness of Pātāla."
1357,21,31,अनीकिनीवीरुषि गुच्छविभ्रमो भवस्य बभ्रे धवलोष्णवारणैः । अनेकनिस्त्रिंशगभस्तिसंस्तवादकाण्डविस्तारितषट्पदैरिव ॥ ३१ ॥,anīkinīvīruṣi gucchavibhramo bhavasya babhre dhavaloṣṇavāraṇaiḥ | anekanistriṃśagabhastisaṃstavādakāṇḍavistāritaṣaṭpadairiva || 31 ||,भवस्य सम्बन्धिनी अनीकिनी सेना सैव वीरुल्लता तस्यां सितच्छत्रैः स्तबकभावः प्राप्तः । बहुखड्गप्रभासङ्गाद्धृतभ्रमरैरिव । गुच्छेषु हि भ्रमरैर्भाव्यम् ।,"In the creeping vine of Shiva’s battalion, the white parasols put on the semblance of flower clusters teeming with bees, or so it seemed, thanks to the sheen of the army’s numerous swords alighting on them.",N/A
1358,21,32,प्रभोः पुरो दिव्यवचोऽधिदैवतव्रतप्रथामात्तवतः पिनाकिनः । गणैर्विवव्रे बहुधातुलक्षणप्रकर्ष एवानवधिक्रियात्मभिः ॥ ३२ ॥,prabhoḥ puro divyavaco'dhidaivatavrataprathāmāttavataḥ pinākinaḥ | gaṇairvivavre bahudhātulakṣaṇaprakarṣa evānavadhikriyātmabhiḥ || 32 ||,दिव्यं वचः संस्कृतवाणी तत्राधिदैवतव्रतप्रथामधिष्ठातृत्वं गृहीतवतो भगवतोऽग्रे गणैरतुलस्योत्साहप्रधानत्वादनन्यसदृशस्य सेवाक्षणस्य प्रकर्षो बहुधा बहुभिः प्रकारैर्विवव्रे धृतः । अनवधिरियत्तारहिता क्रिया रणानुगुणो व्यापारो यस्य स आत्मा येषां तैः । अथ च गणैर्भूप्रभृतिभिर्बहूनां धातूनां यल्लक्षणं धर्मस्तत्प्रकर्षो विव्रियते । क्रिया साध्यमानैकरूपा सा येषां तैः । दिव्यानां दिवि निवसतां वचसि दैवतभावं गृहीतवत इति वा मुख्यार्थे व्याख्येयम् ॥,"In front of Lord Shiva, who had attained prestigious lordship over the speech of the Devas/Sanskrit language, the Ganas/verb classes, characterized by boundless activity/the ability to evolve innumerable derivatives, exhibited a peerless abundance of festive joy in so many ways/sophistication in the definition of diverse root words.",Bahudhātulakṣaṇaprakarṣa’ must be split as ‘bahudhā+atula+kṣaṇa+prakarṣa’ and ‘bahu+dhatu+lakṣaṇa+prakarṣa’ in its contextual (narrative-related) and non-contextual (grammar-related) meanings respectively. ‘Divyaṃ vacaḥ’ (‘divine speech’) = ‘saṃskṛtavāṇī’ ('Saṃskṛta language') (JR).
1359,21,33,नवान्तकभ्रूकुटिभङ्गिसङ्गिभिर्व्यलोकि सेना तरवारिडम्बरैः । विचेष्टितं पत्युरवेत्य बिभ्रती विभूषणं कालभुजङ्गमैरिव ॥ ३३ ॥,navāntakabhrūkuṭibhaṅgisaṅgibhirvyaloki senā taravāriḍambaraiḥ | viceṣṭitaṃ patyuravetya bibhratī vibhūṣaṇaṃ kālabhujaṅgamairiva || 33 ||,यमभ्रूभङ्गसदृशैरेकधारखड्गप्रपञ्चैर्हेतुभिः स्वामिनोऽभिप्रायं बुद्धा कृष्णसर्पैर्भूषणमिव कुर्वती सेना जनेन दृष्टा । अत्र तरवारीणां भुजङ्गमत्वेनोत्प्रेक्षणम् ॥,"Through an exuberant display of swords that resembled Death’s darkly knit eyebrows, the Army seemed to bedeck itself with black cobras by taking cue from the behaviour of its master (i.e., Shiva).",The black swords are compared to darkly knit eyebrows and snakes.
1360,21,34,मृगाङ्कमौलेर्व्रजतो वसत्यधो रथाङ्गताभाजि पतङ्गमण्डले । प्रसृत्य तद्रश्मिभिरुष्णवारणं प्रपञ्चितच्छायमुपर्युपर्यभूत् ॥ ३४ ॥,mṛgāṅkamaulervrajato vasatyadho rathāṅgatābhāji pataṅgamaṇḍale | prasṛtya tadraśmibhiruṣṇavāraṇaṃ prapañcitacchāyamuparyuparyabhūt || 34 ||,चक्ररूपेऽर्कबिम्बेऽधोगते सति तत्प्रभाभिर्हरस्यच्छत्रमुपर्युपरि कृतच्छायमभूत् । बुध्नेऽर्कोंशुसङ्गाच्छायाया उपरिवर्तित्वम् ॥,"As the moon-crested Lord marched ahead, the sun’s orb, which had assumed the role of a chariot wheel, took its position beneath him, whereby his parasol, spread over by sunrays, cast its shadow higher and higher up.","Since the parasol is above and the sun below, the former casts its shadow high up (JR)"
1361,21,35,जगत्प्रभोः पाण्डुरमुष्णवारणं कचत्किरीटादुपरि प्रतिष्ठया । अदर्शि बद्धेर्ष्यतयोपगत्वरद्वितीयपूर्णेन्दुधिया शिखेन्दुना ॥ ३५ ॥,jagatprabhoḥ pāṇḍuramuṣṇavāraṇaṃ kacatkirīṭādupari pratiṣṭhayā | adarśi baddherṣyatayopagatvaradvitīyapūrṇendudhiyā śikhendunā || 35 ||,मुकुटादुपरिस्थित्या दीप्यमानं तथा श्वेतं छत्रं चन्द्रेणागच्छदपरचन्द्रभ्रान्त्या समत्सरमदर्शि । 'किलेन्दुना' इति पाठः । 'शिखेन्दुना' इति पाठे द्वितीयपूर्णेन्दुशब्दस्यासङ्गतिः स्यात् ॥,"The moon that adorns the crest of the Lord of the Universe gazed at the resplendent white parasol raised above his crown with envy, mistaking it for a second, and full-orbed, moon approaching it.","JR gives ‘kilendunā’ as the correct reading instead of ‘śikhendunā’. Since the moon on Shiva’s head is a crescent, it is not logical to say that it was envious at the sight of the parasol, which it fancied as a second full-moon, i.e., if the moon on Shiva’s head were to be the full-moon (which is not the case), it makes sense to describe the parasol as the second full-moon. If we accept the reading ‘kilendunā’ as correct, the verse must be understood differently. In that case, the moon is not the half-moon on Shiva’s head but the full-moon transformed into one of his chariot wheels. Such an understanding renders the description of the parasol as the second full-moon and the envy of the first moon (i.e., the full-moon in the role of the chariot wheel) meaningful."
1362,21,36,ख​रांशुचन्द्रौ समसप्तकस्थितौ रथेऽवधार्याधिकगर्वदुर्धरः। शरीभवन्मूर्तिमवेक्ष्य शार्ङ्गिणं विधुन्तुदोऽभूत्पुनरुद्भवद्भयः ॥ ३६ ॥,kharāṃśucandrau samasaptakasthitau rathe'vadhāryādhikagarvadurdharaḥ| śarībhavanmūrtimavekṣya śārṅgiṇaṃ vidhuntudo'bhūtpunarudbhavadbhayaḥ || 36 ||,सूर्येन्दू रथचक्रतालक्षणतुल्यकार्यकरणात्परस्परं सम्मुखतया स्थितौ दृष्ट्वा राहुर्बहुगर्वेण दुर्घरोऽभूत्। समसप्तकस्थितयोरर्केन्द्वोरुपरागसम्भवात् । विष्णुं बाणरूपं दृष्ट्वा राहुः पुनरुद्भवद्भयं यस्य सोऽभूत् । विष्णोरेव राहोर्भयं युक्तम् । विशेषेण शररूपात् ॥,"Rahu was beside himself with intense elation on seeing the sun and the moon occupying a Samasaptaka position, facing one another in the chariot. But his fear resurfaced when he beheld Vishnu transform into Shiva’s arrow.","The sun and the moon face each other in the ‘samasaptaka’ position (‘parasparaṃ sammukhatayā sthitau’, JR), as they are in their present roles of chariot wheels. The samasaptaka position presents the possibility of an eclipse (‘samasaptakasthitayorarkendvoruparāgasambhavāt, JR), wherefore Rahu, who is believed to cause eclipse, was overjoyed. His joy, however, was short-lived because Vishnu, who had cut off his head in the past, was also present nearby, having transformed himself into Shiva’s arrow (see footnote under 2.2)"
1363,21,37,रथः पथा नाकसदां स्यदाकुलं प्रतिष्ठमानः स पिनाकधन्वनः । चकार चक्रत्वजुषोऽप्यहो मुहुर्नियोगशून्यं न पदं विवखतः ॥ ३७ ॥,rathaḥ pathā nākasadāṃ syadākulaṃ pratiṣṭhamānaḥ sa pinākadhanvanaḥ | cakāra cakratvajuṣo'pyaho muhurniyogaśūnyaṃ na padaṃ vivakhataḥ || 37 ||,स्यदेन वेगेनाकुलं कृत्वा आकाशेन प्रस्थानं कुर्वन्स हरस्य रथश्चक्ररूपस्यापि सूर्यस्य नियोगेनाधिकारेण रहितं पदमाकाशं नाकरोत् । चक्ररूपस्याप्यर्कस्याकाशेनैव गमनात् ॥,"As it travelled with immense speed along the path of the celestials, Shiva’s chariot still allowed the Sun to preside over his realm (i.e., the sky) even though he was transformed into a wheel at present.",N/A
1364,21,38,अरिष्टमन्यत्किमतोऽपि मृग्यतां सुरद्विषां यद्गगनाग्रसङ्गिनि । रथे विभोरात्तरथाङ्गरूपयोः सहोदयोऽभूत्तपनैणलक्ष्मणोः ॥ ३८ ॥,ariṣṭamanyatkimato'pi mṛgyatāṃ suradviṣāṃ yadgaganāgrasaṅgini | rathe vibhorāttarathāṅgarūpayoḥ sahodayo'bhūttapanaiṇalakṣmaṇoḥ || 38 ||,जनेन दैत्यानामन्यदमङ्गलं किमन्विष्यताम् । नभः सक्ते रथे गृहीतचक्ररूपयोः सूर्येन्द्रोः सहोदयो यदभूत् ॥,"When the Lord’s chariot hit the skies, the sun and the moon, having assumed the form of its wheels, rose simultaneously. Could the Asuras ask for a worse omen than this?",N/A
