म०,सू०,मं०,अष्ट०,अ०,व०,Mantra
6,49,14,4,8,7,तन्नोऽहि॑र्बु॒ध्न्यो॑ अ॒द्भिर॒र्कैस्तत्पर्व॑त॒स्तत्स॑वि॒ता चनो॑ धात् । तदोष॑धीभिर॒भि रा॑ति॒षाचो॒ भग॒ः पुरं॑धिर्जिन्वतु॒ प्र रा॒ये ॥
6,49,15,4,8,7,नु नो॑ र॒यिं र॒थ्यं॑ चर्षणि॒प्रां पु॑रु॒वीरं॑ म॒ह ऋ॒तस्य॑ गो॒पाम् । क्षयं॑ दाता॒जरं॒ येन॒ जना॒न्स्पृधो॒ अदे॑वीर॒भि च॒ क्रमा॑म॒ विश॒ आदे॑वीर॒भ्य१॒॑श्नवा॑म ॥
6,50,1,4,8,8,हु॒वे वो॑ दे॒वीमदि॑तिं॒ नमो॑भिर्मृळी॒काय॒ वरु॑णं मि॒त्रम॒ग्निम् । अ॒भि॒क्ष॒दाम॑र्य॒मणं॑ सु॒शेवं॑ त्रा॒तॄन्दे॒वान्स॑वि॒तारं॒ भगं॑ च ॥
6,50,2,4,8,8,सु॒ज्योति॑षः सूर्य॒ दक्ष॑पितॄननागा॒स्त्वे सु॑महो वीहि दे॒वान् । द्वि॒जन्मा॑नो॒ य ऋ॑त॒साप॑ः स॒त्याः स्व॑र्वन्तो यज॒ता अ॑ग्निजि॒ह्वाः ॥
6,50,3,4,8,8,उ॒त द्या॑वापृथिवी क्ष॒त्रमु॒रु बृ॒हद्रो॑दसी शर॒णं सु॑षुम्ने । म॒हस्क॑रथो॒ वरि॑वो॒ यथा॑ नो॒ऽस्मे क्षया॑य धिषणे अने॒हः ॥
6,50,4,4,8,8,आ नो॑ रु॒द्रस्य॑ सू॒नवो॑ नमन्ताम॒द्या हू॒तासो॒ वस॒वोऽधृ॑ष्टाः । यदी॒मर्भे॑ मह॒ति वा॑ हि॒तासो॑ बा॒धे म॒रुतो॒ अह्वा॑म दे॒वान् ॥
6,50,5,4,8,8,मि॒म्यक्ष॒ येषु॑ रोद॒सी नु दे॒वी सिष॑क्ति पू॒षा अ॑भ्यर्ध॒यज्वा॑ । श्रु॒त्वा हवं॑ मरुतो॒ यद्ध॑ या॒थ भूमा॑ रेजन्ते॒ अध्व॑नि॒ प्रवि॑क्ते ॥
6,50,6,4,8,,अ॒भि त्यं वी॒रं गिर्व॑णसम॒र्चेन्द्रं॒ ब्रह्म॑णा जरित॒र्नवे॑न । श्रव॒दिद्धव॒मुप॑ च॒ स्तवा॑नो॒ रास॒द्वाजाँ॒ उप॑ म॒हो गृ॑णा॒नः ॥
6,50,7,4,8,,ओ॒मान॑मापो मानुषी॒रमृ॑क्तं॒ धात॑ तो॒काय॒ तन॑याय॒ शं योः । यू॒यं हि ष्ठा भि॒षजो॑ मा॒तृत॑मा॒ विश्व॑स्य स्था॒तुर्जग॑तो॒ जनि॑त्रीः ॥
6,50,8,4,8,,आ नो॑ दे॒वः स॑वि॒ता त्राय॑माणो॒ हिर॑ण्यपाणिर्यज॒तो ज॑गम्यात् । यो दत्र॑वाँ उ॒षसो॒ न प्रती॑कं व्यूर्णु॒ते दा॒शुषे॒ वार्या॑णि ॥
6,50,9,4,8,,उ॒त त्वं सू॑नो सहसो नो अ॒द्या दे॒वाँ अ॒स्मिन्न॑ध्व॒रे व॑वृत्याः । स्याम॒हं ते॒ सद॒मिद्रा॒तौ तव॑ स्याम॒ग्नेऽव॑सा सु॒वीर॑ः ॥
6,50,10,4,8,,उ॒त त्या मे॒ हव॒मा ज॑ग्म्यातं॒ नास॑त्या धी॒भिर्यु॒वम॒ङ्ग वि॑प्रा । अत्रिं॒ न म॒हस्तम॑सोऽमुमुक्तं॒ तूर्व॑तं नरा दुरि॒ताद॒भीके॑ ॥
6,50,11,4,8,,ते नो॑ रा॒यो द्यु॒मतो॒ वाज॑वतो दा॒तारो॑ भूत नृ॒वत॑ः पुरु॒क्षोः । द॒श॒स्यन्तो॑ दि॒व्याः पार्थि॑वासो॒ गोजा॑ता॒ अप्या॑ मृ॒ळता॑ च देवाः ॥
6,50,12,4,8,,ते नो॑ रु॒द्रः सर॑स्वती स॒जोषा॑ मी॒ळ्हुष्म॑न्तो॒ विष्णु॑र्मृळन्तु वा॒युः । ऋ॒भु॒क्षा वाजो॒ दैव्यो॑ विधा॒ता प॒र्जन्या॒वाता॑ पिप्यता॒मिषं॑ नः ॥
6,50,13,4,8,,उ॒त स्य दे॒वः स॑वि॒ता भगो॑ नो॒ऽपां नपा॑दवतु॒ दानु॒ पप्रि॑ः । त्वष्टा॑ दे॒वेभि॒र्जनि॑भिः स॒जोषा॒ द्यौर्दे॒वेभि॑ः पृथि॒वी स॑मु॒द्रैः ॥
6,50,14,4,8,,उ॒त नोऽहि॑र्बु॒ध्न्य॑ः शृणोत्व॒ज एक॑पात्पृथि॒वी स॑मु॒द्रः । विश्वे॑ दे॒वा ऋ॑ता॒वृधो॑ हुवा॒नाः स्तु॒ता मन्त्रा॑ः कविश॒स्ता अ॑वन्तु ॥
6,50,15,4,8,,ए॒वा नपा॑तो॒ मम॒ तस्य॑ धी॒भिर्भ॒रद्वा॑जा अ॒भ्य॑र्चन्त्य॒र्कैः । ग्ना हु॒तासो॒ वस॒वोऽधृ॑ष्टा॒ विश्वे॑ स्तु॒तासो॑ भूता यजत्राः ॥
6,51,1,4,8,,उदु॒ त्यच्चक्षु॒र्महि॑ मि॒त्रयो॒राँ एति॑ प्रि॒यं वरु॑णयो॒रद॑ब्धम् । ऋ॒तस्य॒ शुचि॑ दर्श॒तमनी॑कं रु॒क्मो न दि॒व उदि॑ता॒ व्य॑द्यौत् ॥
6,51,2,4,8,,वेद॒ यस्त्रीणि॑ वि॒दथा॑न्येषां दे॒वानां॒ जन्म॑ सनु॒तरा च॒ विप्र॑ः । ऋ॒जु मर्ते॑षु वृजि॒ना च॒ पश्य॑न्न॒भि च॑ष्टे॒ सूरो॑ अ॒र्य एवा॑न् ॥
6,51,3,4,8,,स्तु॒ष उ॑ वो म॒ह ऋ॒तस्य॑ गो॒पानदि॑तिं मि॒त्रं वरु॑णं सुजा॒तान् । अ॒र्य॒मणं॒ भग॒मद॑ब्धधीती॒नच्छा॑ वोचे सध॒न्य॑ः पाव॒कान् ॥
6,51,4,4,8,,रि॒शाद॑स॒ः सत्प॑तीँ॒रद॑ब्धान्म॒हो राज्ञ॑ः सुवस॒नस्य॑ दा॒तॄन् । यून॑ः सुक्ष॒त्रान्क्षय॑तो दि॒वो नॄना॑दि॒त्यान्या॒म्यदि॑तिं दुवो॒यु ॥
6,51,5,4,8,,द्यौ॒३॒॑ष्पित॒ः पृथि॑वि॒ मात॒रध्रु॒गग्ने॑ भ्रातर्वसवो मृ॒ळता॑ नः । विश्व॑ आदित्या अदिते स॒जोषा॑ अ॒स्मभ्यं॒ शर्म॑ बहु॒लं वि य॑न्त ॥
6,51,6,4,8,,मा नो॒ वृका॑य वृ॒क्ये॑ समस्मा अघाय॒ते री॑रधता यजत्राः । यू॒यं हि ष्ठा र॒थ्यो॑ नस्त॒नूनां॑ यू॒यं दक्ष॑स्य॒ वच॑सो बभू॒व ॥
6,51,7,4,8,,मा व॒ एनो॑ अ॒न्यकृ॑तं भुजेम॒ मा तत्क॑र्म वसवो॒ यच्चय॑ध्वे । विश्व॑स्य॒ हि क्षय॑थ विश्वदेवाः स्व॒यं रि॒पुस्त॒न्वं॑ रीरिषीष्ट ॥
6,51,8,4,8,,नम॒ इदु॒ग्रं नम॒ आ वि॑वासे॒ नमो॑ दाधार पृथि॒वीमु॒त द्याम् । नमो॑ दे॒वेभ्यो॒ नम॑ ईश एषां कृ॒तं चि॒देनो॒ नम॒सा वि॑वासे ॥
6,51,9,4,8,,ऋ॒तस्य॑ वो र॒थ्य॑ः पू॒तद॑क्षानृ॒तस्य॑ पस्त्य॒सदो॒ अद॑ब्धान् । ताँ आ नमो॑भिरुरु॒चक्ष॑सो॒ नॄन्विश्वा॑न्व॒ आ न॑मे म॒हो य॑जत्राः ॥
6,51,10,4,8,,ते हि श्रेष्ठ॑वर्चस॒स्त उ॑ नस्ति॒रो विश्वा॑नि दुरि॒ता नय॑न्ति । सु॒क्ष॒त्रासो॒ वरु॑णो मि॒त्रो अ॒ग्निरृ॒तधी॑तयो वक्म॒राज॑सत्याः ॥
6,51,11,4,8,,ते न॒ इन्द्र॑ः पृथि॒वी क्षाम॑ वर्धन्पू॒षा भगो॒ अदि॑ति॒ः पञ्च॒ जना॑ः । सु॒शर्मा॑ण॒ः स्वव॑सः सुनी॒था भव॑न्तु नः सुत्रा॒त्रास॑ः सुगो॒पाः ॥
6,51,12,4,8,,नू स॒द्मानं॑ दि॒व्यं नंशि॑ देवा॒ भार॑द्वाजः सुम॒तिं या॑ति॒ होता॑ । आ॒सा॒नेभि॒र्यज॑मानो मि॒येधै॑र्दे॒वानां॒ जन्म॑ वसू॒युर्व॑वन्द ॥
6,51,13,4,8,,अप॒ त्यं वृ॑जि॒नं रि॒पुं स्ते॒नम॑ग्ने दुरा॒ध्य॑म् । द॒वि॒ष्ठम॑स्य सत्पते कृ॒धी सु॒गम् ॥
6,51,14,4,8,,ग्रावा॑णः सोम नो॒ हि कं॑ सखित्व॒नाय॑ वाव॒शुः । ज॒ही न्य१॒॑त्रिणं॑ प॒णिं वृको॒ हि षः ॥
6,51,15,4,8,,यू॒यं हि ष्ठा सु॑दानव॒ इन्द्र॑ज्येष्ठा अ॒भिद्य॑वः । कर्ता॑ नो॒ अध्व॒न्ना सु॒गं गो॒पा अ॒मा ॥
6,51,16,4,8,,अपि॒ पन्था॑मगन्महि स्वस्ति॒गाम॑ने॒हस॑म् । येन॒ विश्वा॒ः परि॒ द्विषो॑ वृ॒णक्ति॑ वि॒न्दते॒ वसु॑ ॥
6,52,1,4,8,,न तद्दि॒वा न पृ॑थि॒व्यानु॑ मन्ये॒ न य॒ज्ञेन॒ नोत शमी॑भिरा॒भिः । उ॒ब्जन्तु॒ तं सु॒भ्व१॒॑ः पर्व॑तासो॒ नि ही॑यतामतिया॒जस्य॑ य॒ष्टा ॥
6,52,2,4,8,,अति॑ वा॒ यो म॑रुतो॒ मन्य॑ते नो॒ ब्रह्म॑ वा॒ यः क्रि॒यमा॑णं॒ निनि॑त्सात् । तपूं॑षि॒ तस्मै॑ वृजि॒नानि॑ सन्तु ब्रह्म॒द्विष॑म॒भि तं शो॑चतु॒ द्यौः ॥
6,52,3,4,8,,किम॒ङ्ग त्वा॒ ब्रह्म॑णः सोम गो॒पां किम॒ङ्ग त्वा॑हुरभिशस्ति॒पां न॑ः । किम॒ङ्ग न॑ः पश्यसि नि॒द्यमा॑नान्ब्रह्म॒द्विषे॒ तपु॑षिं हे॒तिम॑स्य ॥
6,52,4,4,8,,अव॑न्तु॒ मामु॒षसो॒ जाय॑माना॒ अव॑न्तु मा॒ सिन्ध॑व॒ः पिन्व॑मानाः । अव॑न्तु मा॒ पर्व॑तासो ध्रु॒वासोऽव॑न्तु मा पि॒तरो॑ दे॒वहू॑तौ ॥
6,52,5,4,8,,वि॒श्व॒दानीं॑ सु॒मन॑सः स्याम॒ पश्ये॑म॒ नु सूर्य॑मु॒च्चर॑न्तम् । तथा॑ कर॒द्वसु॑पति॒र्वसू॑नां दे॒वाँ ओहा॒नोऽव॒साग॑मिष्ठः ॥
6,52,6,4,8,,इन्द्रो॒ नेदि॑ष्ठ॒मव॒साग॑मिष्ठ॒ः सर॑स्वती॒ सिन्धु॑भि॒ः पिन्व॑माना । प॒र्जन्यो॑ न॒ ओष॑धीभिर्मयो॒भुर॒ग्निः सु॒शंस॑ः सु॒हव॑ः पि॒तेव॑ ॥
6,52,7,4,8,,विश्वे॑ देवास॒ आ ग॑त शृणु॒ता म॑ इ॒मं हव॑म् । एदं ब॒र्हिर्नि षी॑दत ॥
6,52,8,4,8,,यो वो॑ देवा घृ॒तस्नु॑ना ह॒व्येन॑ प्रति॒भूष॑ति । तं विश्व॒ उप॑ गच्छथ ॥
6,52,9,4,8,,उप॑ नः सू॒नवो॒ गिर॑ः शृ॒ण्वन्त्व॒मृत॑स्य॒ ये । सु॒मृ॒ळी॒का भ॑वन्तु नः ॥
6,52,10,4,8,,विश्वे॑ दे॒वा ऋ॑ता॒वृध॑ ऋ॒तुभि॑र्हवन॒श्रुत॑ः । जु॒षन्तां॒ युज्यं॒ पय॑ः ॥
6,52,11,4,8,,स्तो॒त्रमिन्द्रो॑ म॒रुद्ग॑ण॒स्त्वष्टृ॑मान्मि॒त्रो अ॑र्य॒मा । इ॒मा ह॒व्या जु॑षन्त नः ॥
6,52,12,4,8,,इ॒मं नो॑ अग्ने अध्व॒रं होत॑र्वयुन॒शो य॑ज । चि॒कि॒त्वान्दैव्यं॒ जन॑म् ॥
6,52,13,4,8,,विश्वे॑ देवाः शृणु॒तेमं हवं॑ मे॒ ये अ॒न्तरि॑क्षे॒ य उप॒ द्यवि॒ ष्ठ । ये अ॑ग्निजि॒ह्वा उ॒त वा॒ यज॑त्रा आ॒सद्या॒स्मिन्ब॒र्हिषि॑ मादयध्वम् ॥
6,52,14,4,8,,विश्वे॑ दे॒वा मम॑ शृण्वन्तु य॒ज्ञिया॑ उ॒भे रोद॑सी अ॒पां नपा॑च्च॒ मन्म॑ । मा वो॒ वचां॑सि परि॒चक्ष्या॑णि वोचं सु॒म्नेष्विद्वो॒ अन्त॑मा मदेम ॥
6,52,15,4,8,,ये के च॒ ज्मा म॒हिनो॒ अहि॑माया दि॒वो ज॑ज्ञि॒रे अ॒पां स॒धस्थे॑ । ते अ॒स्मभ्य॑मि॒षये॒ विश्व॒मायु॒ः क्षप॑ उ॒स्रा व॑रिवस्यन्तु दे॒वाः ॥
6,52,16,4,8,,अग्नी॑पर्जन्या॒वव॑तं॒ धियं॑ मे॒ऽस्मिन्हवे॑ सुहवा सुष्टु॒तिं न॑ः । इळा॑म॒न्यो ज॒नय॒द्गर्भ॑म॒न्यः प्र॒जाव॑ती॒रिष॒ आ ध॑त्तम॒स्मे ॥
6,52,17,4,8,,स्ती॒र्णे ब॒र्हिषि॑ समिधा॒ने अ॒ग्नौ सू॒क्तेन॑ म॒हा नम॒सा वि॑वासे । अ॒स्मिन्नो॑ अ॒द्य वि॒दथे॑ यजत्रा॒ विश्वे॑ देवा ह॒विषि॑ मादयध्वम् ॥
6,53,1,4,8,,व॒यमु॑ त्वा पथस्पते॒ रथं॒ न वाज॑सातये । धि॒ये पू॑षन्नयुज्महि ॥
6,53,2,4,8,,अ॒भि नो॒ नर्यं॒ वसु॑ वी॒रं प्रय॑तदक्षिणम् । वा॒मं गृ॒हप॑तिं नय ॥
6,53,3,4,8,,अदि॑त्सन्तं चिदाघृणे॒ पूष॒न्दाना॑य चोदय । प॒णेश्चि॒द्वि म्र॑दा॒ मन॑ः ॥
6,53,4,4,8,,वि प॒थो वाज॑सातये चिनु॒हि वि मृधो॑ जहि । साध॑न्तामुग्र नो॒ धिय॑ः ॥
6,53,5,4,8,,परि॑ तृन्धि पणी॒नामार॑या॒ हृद॑या कवे । अथे॑म॒स्मभ्यं॑ रन्धय ॥
6,53,6,4,8,,वि पू॑ष॒न्नार॑या तुद प॒णेरि॑च्छ हृ॒दि प्रि॒यम् । अथे॑म॒स्मभ्यं॑ रन्धय ॥
6,53,7,4,8,,आ रि॑ख किकि॒रा कृ॑णु पणी॒नां हृद॑या कवे । अथे॑म॒स्मभ्यं॑ रन्धय ॥
6,53,8,4,8,,यां पू॑षन्ब्रह्म॒चोद॑नी॒मारां॒ बिभ॑र्ष्याघृणे । तया॑ समस्य॒ हृद॑य॒मा रि॑ख किकि॒रा कृ॑णु ॥
6,53,9,4,8,,या ते॒ अष्ट्रा॒ गोओ॑प॒शाघृ॑णे पशु॒साध॑नी । तस्या॑स्ते सु॒म्नमी॑महे ॥
6,53,10,4,8,18,उ॒त नो॑ गो॒षणिं॒ धिय॑मश्व॒सां वा॑ज॒सामु॒त । नृ॒वत्कृ॑णुहि वी॒तये॑ ॥
6,54,1,4,8,19,सं पू॑षन्वि॒दुषा॑ नय॒ यो अञ्ज॑सानु॒शास॑ति । य ए॒वेदमिति॒ ब्रव॑त् ॥
6,54,2,4,8,,समु॑ पू॒ष्णा ग॑मेमहि॒ यो गृ॒हाँ अ॑भि॒शास॑ति । इ॒म ए॒वेति॑ च॒ ब्रव॑त् ॥
6,54,3,4,8,,पू॒ष्णश्च॒क्रं न रि॑ष्यति॒ न कोशोऽव॑ पद्यते । नो अ॑स्य व्यथते प॒विः ॥
6,54,4,4,8,,यो अ॑स्मै ह॒विषावि॑ध॒न्न तं पू॒षापि॑ मृष्यते । प्र॒थ॒मो वि॑न्दते॒ वसु॑ ॥
6,54,5,4,8,,पू॒षा गा अन्वे॑तु नः पू॒षा र॑क्ष॒त्वर्व॑तः । पू॒षा वाजं॑ सनोतु नः ॥
6,54,6,4,8,,पूष॒न्ननु॒ प्र गा इ॑हि॒ यज॑मानस्य सुन्व॒तः । अ॒स्माकं॑ स्तुव॒तामु॒त ॥
6,54,7,4,8,,माकि॑र्नेश॒न्माकीं॑ रिष॒न्माकीं॒ सं शा॑रि॒ केव॑टे । अथारि॑ष्टाभि॒रा ग॑हि ॥
6,54,8,4,8,,शृ॒ण्वन्तं॑ पू॒षणं॑ व॒यमिर्य॒मन॑ष्टवेदसम् । ईशा॑नं रा॒य ई॑महे ॥
6,54,9,4,8,,पूष॒न्तव॑ व्र॒ते व॒यं न रि॑ष्येम॒ कदा॑ च॒न । स्तो॒तार॑स्त इ॒ह स्म॑सि ॥
6,54,10,4,8,,परि॑ पू॒षा प॒रस्ता॒द्धस्तं॑ दधातु॒ दक्षि॑णम् । पुन॑र्नो न॒ष्टमाज॑तु ॥
6,55,1,4,8,,एहि॒ वां वि॑मुचो नपा॒दाघृ॑णे॒ सं स॑चावहै । र॒थीरृ॒तस्य॑ नो भव ॥
6,55,2,4,8,,र॒थीत॑मं कप॒र्दिन॒मीशा॑नं॒ राध॑सो म॒हः । रा॒यः सखा॑यमीमहे ॥
6,55,3,4,8,,रा॒यो धारा॑स्याघृणे॒ वसो॑ रा॒शिर॑जाश्व । धीव॑तोधीवत॒ः सखा॑ ॥
6,55,4,4,8,,पू॒षणं॒ न्व१॒॑जाश्व॒मुप॑ स्तोषाम वा॒जिन॑म् । स्वसु॒र्यो जा॒र उ॒च्यते॑ ॥
6,55,5,4,8,,मा॒तुर्दि॑धि॒षुम॑ब्रवं॒ स्वसु॑र्जा॒रः शृ॑णोतु नः । भ्रातेन्द्र॑स्य॒ सखा॒ मम॑ ॥
6,55,6,4,8,,आजास॑ः पू॒षणं॒ रथे॑ निशृ॒म्भास्ते ज॑न॒श्रिय॑म् । दे॒वं व॑हन्तु॒ बिभ्र॑तः ॥
6,56,1,4,8,,य ए॑नमा॒दिदे॑शति कर॒म्भादिति॑ पू॒षण॑म् । न तेन॑ दे॒व आ॒दिशे॑ ॥
6,56,2,4,8,,उ॒त घा॒ स र॒थीत॑म॒ः सख्या॒ सत्प॑तिर्यु॒जा । इन्द्रो॑ वृ॒त्राणि॑ जिघ्नते ॥
6,56,3,4,8,,उ॒तादः प॑रु॒षे गवि॒ सूर॑श्च॒क्रं हि॑र॒ण्यय॑म् । न्यै॑रयद्र॒थीत॑मः ॥
6,56,4,4,8,,यद॒द्य त्वा॑ पुरुष्टुत॒ ब्रवा॑म दस्र मन्तुमः । तत्सु नो॒ मन्म॑ साधय ॥
6,56,5,4,8,,इ॒मं च॑ नो ग॒वेष॑णं सा॒तये॑ सीषधो ग॒णम् । आ॒रात्पू॑षन्नसि श्रु॒तः ॥
6,56,6,4,8,,आ ते॑ स्व॒स्तिमी॑मह आ॒रेअ॑घा॒मुपा॑वसुम् । अ॒द्या च॑ स॒र्वता॑तये॒ श्वश्च॑ स॒र्वता॑तये ॥
6,57,1,4,8,,इन्द्रा॒ नु पू॒षणा॑ व॒यं स॒ख्याय॑ स्व॒स्तये॑ । हु॒वेम॒ वाज॑सातये ॥
6,57,2,4,8,,सोम॑म॒न्य उपा॑सद॒त्पात॑वे च॒म्वो॑ः सु॒तम् । क॒र॒म्भम॒न्य इ॑च्छति ॥
6,57,3,4,8,,अ॒जा अ॒न्यस्य॒ वह्न॑यो॒ हरी॑ अ॒न्यस्य॒ सम्भृ॑ता । ताभ्यां॑ वृ॒त्राणि॑ जिघ्नते ॥
6,57,4,4,8,,यदिन्द्रो॒ अन॑य॒द्रितो॑ म॒हीर॒पो वृष॑न्तमः । तत्र॑ पू॒षाभ॑व॒त्सचा॑ ॥
6,57,5,4,8,,तां पू॒ष्णः सु॑म॒तिं व॒यं वृ॒क्षस्य॒ प्र व॒यामि॑व । इन्द्र॑स्य॒ चा र॑भामहे ॥
6,57,6,4,8,,उत्पू॒षणं॑ युवामहे॒ऽभीशूँ॑रिव॒ सार॑थिः । म॒ह्या इन्द्रं॑ स्व॒स्तये॑ ॥
6,58,1,4,8,,शु॒क्रं ते॑ अ॒न्यद्य॑ज॒तं ते॑ अ॒न्यद्विषु॑रूपे॒ अह॑नी॒ द्यौरि॑वासि । विश्वा॒ हि मा॒या अव॑सि स्वधावो भ॒द्रा ते॑ पूषन्नि॒ह रा॒तिर॑स्तु ॥
6,58,2,4,8,,अ॒जाश्व॑ः पशु॒पा वाज॑पस्त्यो धियंजि॒न्वो भुव॑ने॒ विश्वे॒ अर्पि॑तः । अष्ट्रां॑ पू॒षा शि॑थि॒रामु॒द्वरी॑वृजत्सं॒चक्षा॑णो॒ भुव॑ना दे॒व ई॑यते ॥
6,58,3,4,8,,यास्ते॑ पूष॒न्नावो॑ अ॒न्तः स॑मु॒द्रे हि॑र॒ण्ययी॑र॒न्तरि॑क्षे॒ चर॑न्ति । ताभि॑र्यासि दू॒त्यां सूर्य॑स्य॒ कामे॑न कृत॒ श्रव॑ इ॒च्छमा॑नः ॥
6,58,4,4,8,,पू॒षा सु॒बन्धु॑र्दि॒व आ पृ॑थि॒व्या इ॒ळस्पति॑र्म॒घवा॑ द॒स्मव॑र्चाः । यं दे॒वासो॒ अद॑दुः सू॒र्यायै॒ कामे॑न कृ॒तं त॒वसं॒ स्वञ्च॑म् ॥
6,59,1,4,8,,प्र नु वो॑चा सु॒तेषु॑ वां वी॒र्या॒३॒॑ यानि॑ च॒क्रथु॑ः । ह॒तासो॑ वां पि॒तरो॑ दे॒वश॑त्रव॒ इन्द्रा॑ग्नी॒ जीव॑थो यु॒वम् ॥
6,59,2,4,8,,बळि॒त्था म॑हि॒मा वा॒मिन्द्रा॑ग्नी॒ पनि॑ष्ठ॒ आ । स॒मा॒नो वां॑ जनि॒ता भ्रात॑रा यु॒वं य॒मावि॒हेह॑मातरा ॥
6,59,3,4,8,,ओ॒कि॒वांसा॑ सु॒ते सचाँ॒ अश्वा॒ सप्ती॑ इ॒वाद॑ने । इन्द्रा॒ न्व१॒॑ग्नी अव॑से॒ह व॒ज्रिणा॑ व॒यं दे॒वा ह॑वामहे ॥
6,59,4,4,8,,य इ॑न्द्राग्नी सु॒तेषु॑ वां॒ स्तव॒त्तेष्वृ॑तावृधा । जो॒ष॒वा॒कं वद॑तः पज्रहोषिणा॒ न दे॑वा भ॒सथ॑श्च॒न ॥
6,59,5,4,8,,इन्द्रा॑ग्नी॒ को अ॒स्य वां॒ देवौ॒ मर्त॑श्चिकेतति । विषू॑चो॒ अश्वा॑न्युयुजा॒न ई॑यत॒ एक॑ः समा॒न आ रथे॑ ॥
6,59,6,4,8,,इन्द्रा॑ग्नी अ॒पादि॒यं पूर्वागा॑त्प॒द्वती॑भ्यः । हि॒त्वी शिरो॑ जि॒ह्वया॒ वाव॑द॒च्चर॑त्त्रिं॒शत्प॒दा न्य॑क्रमीत् ॥
6,59,7,4,8,,इन्द्रा॑ग्नी॒ आ हि त॑न्व॒ते नरो॒ धन्वा॑नि बा॒ह्वोः । मा नो॑ अ॒स्मिन्म॑हाध॒ने परा॑ वर्क्तं॒ गवि॑ष्टिषु ॥
6,59,8,4,8,,इन्द्रा॑ग्नी॒ तप॑न्ति मा॒घा अ॒र्यो अरा॑तयः । अप॒ द्वेषां॒स्या कृ॑तं युयु॒तं सूर्या॒दधि॑ ॥
6,59,9,4,8,,इन्द्रा॑ग्नी यु॒वोरपि॒ वसु॑ दि॒व्यानि॒ पार्थि॑वा । आ न॑ इ॒ह प्र य॑च्छतं र॒यिं वि॒श्वायु॑पोषसम् ॥
6,59,10,4,8,,इन्द्रा॑ग्नी उक्थवाहसा॒ स्तोमे॑भिर्हवनश्रुता । विश्वा॑भिर्गी॒र्भिरा ग॑तम॒स्य सोम॑स्य पी॒तये॑ ॥
6,60,1,4,8,,श्नथ॑द्वृ॒त्रमु॒त स॑नोति॒ वाज॒मिन्द्रा॒ यो अ॒ग्नी सहु॑री सप॒र्यात् । इ॒र॒ज्यन्ता॑ वस॒व्य॑स्य॒ भूरे॒ः सह॑स्तमा॒ सह॑सा वाज॒यन्ता॑ ॥
6,60,2,4,8,,ता यो॑धिष्टम॒भि गा इ॑न्द्र नू॒नम॒पः स्व॑रु॒षसो॑ अग्न ऊ॒ळ्हाः । दिश॒ः स्व॑रु॒षस॑ इन्द्र चि॒त्रा अ॒पो गा अ॑ग्ने युवसे नि॒युत्वा॑न् ॥
6,60,3,4,8,,आ वृ॑त्रहणा वृत्र॒हभि॒ः शुष्मै॒रिन्द्र॑ या॒तं नमो॑भिरग्ने अ॒र्वाक् । यु॒वं राधो॑भि॒रक॑वेभिरि॒न्द्राग्ने॑ अ॒स्मे भ॑वतमुत्त॒मेभि॑ः ॥
6,60,4,4,8,,ता हु॑वे॒ ययो॑रि॒दं प॒प्ने विश्वं॑ पु॒रा कृ॒तम् । इ॒न्द्रा॒ग्नी न म॑र्धतः ॥
6,60,5,4,8,,उ॒ग्रा वि॑घ॒निना॒ मृध॑ इन्द्रा॒ग्नी ह॑वामहे । ता नो॑ मृळात ई॒दृशे॑ ॥
6,60,6,4,8,,ह॒तो वृ॒त्राण्यार्या॑ ह॒तो दासा॑नि॒ सत्प॑ती । ह॒तो विश्वा॒ अप॒ द्विष॑ः ॥
6,60,7,4,8,,इन्द्रा॑ग्नी यु॒वामि॒मे॒३॒॑ऽभि स्तोमा॑ अनूषत । पिब॑तं शम्भुवा सु॒तम् ॥
6,60,8,4,8,,या वां॒ सन्ति॑ पुरु॒स्पृहो॑ नि॒युतो॑ दा॒शुषे॑ नरा । इन्द्रा॑ग्नी॒ ताभि॒रा ग॑तम् ॥
6,60,9,4,8,,ताभि॒रा ग॑च्छतं न॒रोपे॒दं सव॑नं सु॒तम् । इन्द्रा॑ग्नी॒ सोम॑पीतये ॥
6,60,10,4,8,,तमी॑ळिष्व॒ यो अ॒र्चिषा॒ वना॒ विश्वा॑ परि॒ष्वज॑त् । कृ॒ष्णा कृ॒णोति॑ जि॒ह्वया॑ ॥
6,60,11,4,8,,य इ॒द्ध आ॒विवा॑सति सु॒म्नमिन्द्र॑स्य॒ मर्त्य॑ः । द्यु॒म्नाय॑ सु॒तरा॑ अ॒पः ॥
6,60,12,4,8,,ता नो॒ वाज॑वती॒रिष॑ आ॒शून्पि॑पृत॒मर्व॑तः । इन्द्र॑म॒ग्निं च॒ वोळ्ह॑वे ॥
6,60,13,4,8,,उ॒भा वा॑मिन्द्राग्नी आहु॒वध्या॑ उ॒भा राध॑सः स॒ह मा॑द॒यध्यै॑ । उ॒भा दा॒तारा॑वि॒षां र॑यी॒णामु॒भा वाज॑स्य सा॒तये॑ हुवे वाम् ॥
