Mandala,Sukta,MantraNum,Mantra
4,35,1,इहोप यात शवसो नपातः सौधन्वना ऋभवो माप भूत। अस्मिन्हि वः सवने रत्नधेयं गमन्त्विन्द्रमनु वो मदासः॥
4,35,2,आगन्नृभूणामिह रत्नधेयमभूत्सोमस्य सुषुतस्य पीतिः। सुकृत्यया यत्स्वपस्यया चँ एकं विचक्र चमसं चतुर्धा॥
4,35,3,व्यकृणोत चमसं चतुर्धा सखे वि शिक्षेत्यब्रवीत। अथैत वाजा अमृतस्य पन्थां गणं देवानामृभवः सुहस्ताः॥
4,35,4,किम्मयः स्विच्चमस एष आस यं काव्येन चतुरो विचक्र। अथा सुनुध्वं सवनं मदाय पात ऋभवो मधुनः सोम्यस्य॥
4,35,5,शच्याकर्त पितरा युवाना शच्याकर्त चमसं देवपानम्। शच्या हरी धनुतरावतष्टेन्द्रवाहावृभवो वाजरत्नाः॥
4,35,6,यो वः सुनोत्यभिपित्वे अह्नां तीव्रं वाजासः सवनं मदाय। तस्मै रयिमृभवः सर्ववीरमा तक्षत वृषणो मन्दसानाः॥
4,35,7,प्रातः सुतमपिबो हर्यश्व माध्यंदिनं सवनं केवलं ते। समृभुभिः पिबस्व रत्नधेभिः सखीँर्याँ इन्द्र चकृषे सुकृत्या॥
4,35,8,ये देवासो अभवता सुकृत्या श्येना इवेदधि दिवि निषेद। ते रत्नं धात शवसो नपातः सौधन्वना अभवतामृतासः॥
4,35,9,यत्तृतीयं सवनं रत्नधेयमकृणुध्वं स्वपस्या सुहस्ताः। तदृभवः परिषिक्तं व एतत्सं मदेभिरिन्द्रियेभिः पिबध्वम्॥
4,36,1,अनश्वो जातो अनभीशुरुक्थ्यो रथस्त्रिचक्रः परि वर्तते रजः। महत्तद्वो देव्यस्य प्रवाचनं द्यामृभवः पृथिवीं यच्च पुष्यथ॥
4,36,2,रथं ये चक्रुः सुवृतं सुचेतसोऽविह्वरन्तं मनसस्परि ध्यया। ताँ ऊ न्वस्य सवनस्य पीतय आ वो वाजा ऋभवो वेदयामसि॥
4,36,3,तद्वो वाजा ऋभवः सुप्रवाचनं देवेषु विभ्वो अभवन्महित्वनम्। जिव्री यत्सन्ता पितरा सनाजुरा पुनर्युवाना चरथाय तक्षथ॥
4,36,4,एकं वि चक्र चमसं चतुर्वयं निश्चर्मणो गामरिणीत धीतिभिः। अथा देवेष्वमृतत्वमानश श्रुष्टी वाजा ऋभवस्तद्व उक्थ्यम्॥
4,36,5,ऋभुतो रयिः प्रथमश्रवस्तमो वाजश्रुतासो यमजीजनन्नरः। विभ्वतष्टो विदथेषु प्रवाच्यो यं देवासोऽवथा स विचर्षणिः॥
4,36,6,स वाज्यर्वा स ऋषिर्वचस्यया स शूरो अस्ता पृतनासु दुष्टरः। स रायस्पोषं स सुवीर्यं दधे यं वाजो विभ्वाँ ऋभवो यमाविषुः॥
4,36,7,श्रेष्ठं वः पेशो अधि धायि दर्शतं स्तोमो वाजा ऋभवस्तं जुजुष्टन। धीरासो हि ष्ठा कवयो विपश्चितस्तान्व एना ब्रह्मणा वेदयामसि॥
4,36,8,यूयमस्मभ्यं धिषणाभ्यस्परि विद्वांसो विश्वा नर्याणि भोजना। द्युमन्तं वाजं वृषशुष्ममुत्तममा नो रयिमृभवस्तक्षता वयः॥
4,36,9,इह प्रजामिह रयिं रराणा इह श्रवो वीरवत्तक्षता नः। येन वयं चितयेमात्यन्यान्तं वाजं चित्रमृभवो ददा नः॥
4,37,1,उप नो वाजा अध्वरमृभुक्षा देवा यात पथिभिर्देवयानैः। यथा यज्ञं मनुषो विक्ष्वासु दधिध्वे रण्वाः सुदिनेष्वह्नाम्॥
4,37,2,ते वो हृदे मनसे सन्तु यज्ञा जुष्टासो अद्य घृतनिर्णिजो गुः। प्र वः सुतासो हरयन्त पूर्णाः क्रत्वे दक्षाय हर्षयन्त पीताः॥
4,37,3,त्र्युदायं देवहितं यथा वः स्तोमो वाजा ऋभुक्षणो ददे वः। जुह्वे मनुष्वदुपरासु विक्षु युष्मे सचा बृहद्दिवेषु सोमम्॥
4,37,4,पीवोअश्वाः शुचद्रथा हि भूतायःशिप्रा वाजिनः सुनिष्काः। इन्द्रस्य सूनो शवसो नपातोऽनु वश्चेत्यग्रियं मदाय॥
4,37,5,ऋभुमृभुक्षणो रयिं वाजे वाजिन्तमं युजम्। इन्द्रस्वन्तं हवामहे सदासातममश्विनम्॥
4,37,6,सेदृभवो यमवथ यूयमिन्द्रश्च मर्त्यम्। स धीभिरस्तु सनिता मेधसाता सो अर्वता॥
4,37,7,वि नो वाजा ऋभुक्षणः पथश्चितन यष्टवे। अस्मभ्यं सूरयः स्तुता विश्वा आशास्तरीषणि॥
4,37,8,तं नो वाजा ऋभुक्षण इन्द्र नासत्या रयिम्। समश्वं चर्षणिभ्य आ पुरु शस्त मघत्तये॥
4,38,1,उतो हि वां दात्रा सन्ति पूर्वा या पूरुभ्यस्त्रसदस्युर्नितोशे। क्षेत्रासां ददथुरुर्वरासां घनं दस्युभ्यो अभिभूतिमुग्रम्॥
4,38,2,उत वाजिनं पुरुनिष्षिध्वानं दधिक्रामु ददथुर्विश्वकृष्टिम्। ऋजिप्यं श्येनं प्रुषितप्सुमाशुं चर्कृत्यमर्यो नृपतिं न शूरम्॥
4,38,3,यं सीमनु प्रवतेव द्रवन्तं विश्वः पूरुर्मदति हर्षमाणः। पड्भिर्गृध्यन्तं मेधयुं न शूरं रथतुरं वातमिव ध्रजन्तम्॥
4,38,4,यः स्मारुन्धानो गध्या समत्सु सनुतरश्चरति गोषु गच्छन्। आविरृजीको विदथा निचिक्यत्तिरो अरतिं पर्याप आयोः॥
4,38,5,उत स्मैनं वस्त्रमथिं न तायुमनु क्रोशन्ति क्षितयो भरेषु। नीचायमानं जसुरिं न श्येनं श्रवश्चाच्छा पशुमच्च यूथम्॥
4,38,6,उत स्मासु प्रथमः सरिष्यन्नि वेवेति श्रेणिभी रथानाम्। स्रजं कृण्वानो जन्यो न शुभ्वा रेणुं रेरिहत्किरणं ददश्वान्॥
4,38,7,उत स्य वाजी सहुरिरृतावा शुश्रूषमाणस्तन्वा समर्ये। तुरं यतीषु तुरयन्नृजिप्योऽधि भ्रुवोः किरते रेणुमृञ्जन्॥
4,38,8,उत स्मास्य तन्यतोरिव द्योरृघायतो अभियुजो भयन्ते। यदा सहस्रमभि षीमयोधीद्दुर्वर्तुः स्मा भवति भीम ऋञ्जन्॥
4,38,9,उत स्मास्य पनयन्ति जना जूतिं कृष्टिप्रो अभिभूतिमाशोः। उतैनमाहुः समिथे वियन्तः परा दधिक्रा असरत्सहस्रैः॥
4,38,10,आ दधिक्राः शवसा पञ्च कृष्टीः सूर्य इव ज्योतिषापस्ततान। सहस्रसाः शतसा वाज्यर्वा पृणक्तु मध्वा समिमा वचांसि॥
4,39,1,आशुं दधिक्रां तमु नु ष्टवाम दिवस्पृथिव्या उत चर्किराम। उच्छन्तीर्मामुषसः सूदयन्त्वति विश्वानि दुरितानि पर्षन्॥
4,39,2,महश्चर्कर्म्यर्वतः क्रतुप्रा दधिक्राव्णः पुरुवारस्य वृष्णः। यं पूरुभ्यो दीदिवांसं नाग्निं ददथुर्मित्रावरुणा ततुरिम्॥
4,39,3,यो अश्वस्य दधिक्राव्णो अकारीत्समिद्धे अग्ना उषसो व्युष्टौ। अनागसं तमदितिः कृणोतु स मित्रेण वरुणेना सजोषाः॥
4,39,4,दधिक्राव्ण इष ऊर्जो महो यदमन्महि मरुतां नाम भद्रम्। स्वस्तये वरुणं मित्रमग्निं हवामह इन्द्रं वज्रबाहुम्॥
4,39,5,इन्द्रमिवेदुभये वि ह्वयन्त उदीराणा यज्ञमुपप्रयन्तः। दधिक्रामु सूदनं मर्त्याय ददथुर्मित्रावरुणा नो अश्वम्॥
4,39,6,दधिक्राव्णो अकारिषं जिष्णोरश्वस्य वाजिनः। सुरभि नो मुखा करत्प्र ण आयूंषि तारिषत्॥
4,40,1,दधिक्राव्ण इदु नु चर्किराम विश्वा इन्मामुषसः सूदयन्तु। अपामग्नेरुषसः सूर्यस्य बृहस्पतेराङ्गिरसस्य जिष्णोः॥
4,40,2,सत्वा भरिषो गविषो दुवन्यसच्छ्रवस्यादिष उषसस्तुरण्यसत्। सत्यो द्रवो द्रवरः पतंगरो दधिक्रावेषमूर्जं स्वर्जनत्॥
4,40,3,उत स्मास्य द्रवतस्तुरण्यतः पर्णं न वेरनु वाति प्रगर्धिनः। श्येनस्येव ध्रजतो अङ्कसं परि दधिक्राव्णः सहोर्जा तरित्रतः॥
4,40,4,उत स्य वाजी क्षिपणिं तुरण्यति ग्रीवायां बद्धो अपिकक्ष आसनि। क्रतुं दधिक्रा अनु संतवीत्वत्पथामङ्कांस्यन्वापनीफणत्॥
4,40,5,हंसः शुचिषद्वसुरन्तरिक्षसद्धोता वेदिषदतिथिर्दुरोणसत्। नृषद्वरसदृतसद्व्योमसदब्जा गोजा ऋतजा अद्रिजा ऋतम्॥
4,41,1,इन्द्रा को वां वरुणा सुम्नमाप स्तोमो हविष्माँ अमृतो न होता। यो वां हृदि क्रतुमाँ अस्मदुक्तः पस्पर्शदिन्द्रावरुणा नमस्वान्॥
4,41,2,इन्द्रा ह यो वरुणा चक्र आपी देवौ मर्तः सख्याय प्रयस्वान्। स हन्ति वृत्रा समिथेषु शत्रूनवोभिर्वा महद्भिः स प्र शृण्वे॥
4,41,3,इन्द्रा ह रत्नं वरुणा धेष्ठेत्था नृभ्यः शशमानेभ्यस्ता। यदी सखाया सख्याय सोमैः सुतेभिः सुप्रयसा मादयैते॥
4,41,4,इन्द्रा युवं वरुणा दिद्युमस्मिन्नोजिष्ठमुग्रा नि वधिष्टं वज्रम्। यो नो दुरेवो वृकतिर्दभीतिस्तस्मिन्मिमाथामभिभूत्योजः॥
4,41,5,इन्द्रा युवं वरुणा भूतमस्या धियः प्रेतारा वृषभेव धेनोः। सा नो दुहीयद्यवसेव गत्वी सहस्रधारा पयसा मही गौः॥
4,41,6,तोके हिते तनय उर्वरासु सूरो दृशीके वृषणश्च पौंस्ये। इन्द्रा नो अत्र वरुणा स्यातामवोभिर्दस्मा परितक्म्यायाम्॥
4,41,7,युवामिद्ध्यवसे पूर्व्याय परि प्रभूती गविषः स्वापी। वृणीमहे सख्याय प्रियाय शूरा मंहिष्ठा पितरेव शम्भू॥
4,41,8,ता वां धियोऽवसे वाजयन्तीराजिं न जग्मुर्युवयूः सुदानू। श्रिये न गाव उप सोममस्थुरिन्द्रं गिरो वरुणं मे मनीषाः॥
4,41,9,इमा इन्द्रं वरुणं मे मनीषा अग्मन्नुप द्रविणमिच्छमानाः। उपेमस्थुर्जोष्टार इव वस्वो रघ्वीरिव श्रवसो भिक्षमाणाः॥
4,41,10,अश्व्यस्य त्मना रथ्यस्य पुष्टेर्नित्यस्य रायः पतयः स्याम। ता चक्राणा ऊतिभिर्नव्यसीभिरस्मत्रा रायो नियुतः सचन्ताम्॥
4,41,11,आ नो बृहन्ता बृहतीभिरूती इन्द्र यातं वरुण वाजसातौ। यद्दिद्यवः पृतनासु प्रक्रीळान्तस्य वां स्याम सनितार आजेः॥
4,42,1,मम द्विता राष्ट्रं क्षत्रियस्य विश्वायोर्विश्वे अमृता यथा नः। क्रतुं सचन्ते वरुणस्य देवा राजामि कृष्टेरुपमस्य वव्रेः॥
4,42,2,अहं राजा वरुणो मह्यं तान्यसुर्याणि प्रथमा धारयन्त। क्रतुं सचन्ते वरुणस्य देवा राजामि कृष्टेरुपमस्य वव्रेः॥
4,42,3,अहमिन्द्रो वरुणस्ते महित्वोर्वी गभीरे रजसी सुमेके। त्वष्टेव विश्वा भुवनानि विद्वान्समैरयं रोदसी धारयं च॥
4,42,4,अहमपो अपिन्वमुक्षमाणा धारयं दिवं सदन ऋतस्य। ऋतेन पुत्रो अदितेरृतावोत त्रिधातु प्रथयद्वि भूम॥
4,42,5,मां नरः स्वश्वा वाजयन्तो मां वृताः समरणे हवन्ते। कृणोम्याजिं मघवाहमिन्द्र इयर्मि रेणुमभिभूत्योजाः॥
4,42,6,अहं ता विश्वा चकरं नकिर्मा दैव्यं सहो वरते अप्रतीतम्। यन्मा सोमासो ममदन्यदुक्थोभे भयेते रजसी अपारे॥
4,42,7,विदुष्टे विश्वा भुवनानि तस्य ता प्र ब्रवीषि वरुणाय वेधः। त्वं वृत्राणि शृण्विषे जघन्वान्त्वं वृताँ अरिणा इन्द्र सिन्धून्॥
4,42,8,अस्माकमत्र पितरस्त आसन्सप्त ऋषयो दौर्गहे बध्यमाने। त आयजन्त त्रसदस्युमस्या इन्द्रं न वृत्रतुरमर्धदेवम्॥
4,42,9,पुरुकुत्सानी हि वामदाशद्धव्येभिरिन्द्रावरुणा नमोभिः। अथा राजानं त्रसदस्युमस्या वृत्रहणं ददथुरर्धदेवम्॥
4,42,10,राया वयं ससवांसो मदेम हव्येन देवा यवसेन गावः। तां धेनुमिन्द्रावरुणा युवं नो विश्वाहा धत्तमनपस्फुरन्तीम्॥
4,43,1,क उ श्रवत्कतमो यज्ञियानां वन्दारु देवः कतमो जुषाते। कस्येमां देवीममृतेषु प्रेष्ठां हृदि श्रेषाम सुष्टुतिं सुहव्याम्॥
4,43,2,को मृळाति कतम आगमिष्ठो देवानामु कतमः शम्भविष्ठः। रथं कमाहुर्द्रवदश्वमाशुं यं सूर्यस्य दुहितावृणीत॥
4,43,3,मक्षू हि ष्मा गच्छथ ईवतो द्यूनिन्द्रो न शक्तिं परितक्म्यायाम्। दिव आजाता दिव्या सुपर्णा कया शचीनां भवथः शचिष्ठा॥
4,43,4,का वां भूदुपमातिः कया न आश्विना गमथो हूयमाना। को वां महश्चित्त्यजसो अभीक उरुष्यतं माध्वी दस्रा न ऊती॥
4,43,5,उरु वां रथः परि नक्षति द्यामा यत्समुद्रादभि वर्तते वाम्। मध्वा माध्वी मधु वां प्रुषायन्यत्सीं वां पृक्षो भुरजन्त पक्वाः॥
4,43,6,सिन्धुर्ह वां रसया सिञ्चदश्वान्घृणा वयोऽरुषासः परि ग्मन्। तदू षु वामजिरं चेति यानं येन पती भवथः सूर्यायाः॥
4,43,7,इहेह यद्वां समना पपृक्षे सेयमस्मे सुमतिर्वाजरत्ना। उरुष्यतं जरितारं युवं ह श्रितः कामो नासत्या युवद्रिक्॥
4,44,1,तं वां रथं वयमद्या हुवेम पृथुज्रयमश्विना संगतिं गोः। यः सूर्यां वहति वन्धुरायुर्गिर्वाहसं पुरुतमं वसूयुम्॥
4,44,2,युवं श्रियमश्विना देवता तां दिवो नपाता वनथः शचीभिः। युवोर्वपुरभि पृक्षः सचन्ते वहन्ति यत्ककुहासो रथे वाम्॥
4,44,3,को वामद्या करते रातहव्य ऊतये वा सुतपेयाय वार्कैः। ऋतस्य वा वनुषे पूर्व्याय नमो येमानो अश्विना ववर्तत्॥
4,44,4,हिरण्ययेन पुरुभू रथेनेमं यज्ञं नासत्योप यातम्। पिबाथ इन्मधुनः सोम्यस्य दधथो रत्नं विधते जनाय॥
4,44,5,आ नो यातं दिवो अच्छा पृथिव्या हिरण्ययेन सुवृता रथेन। मा वामन्ये नि यमन्देवयन्तः सं यद्ददे नाभिः पूर्व्या वाम्॥
4,44,6,नू नो रयिं पुरुवीरं बृहन्तं दस्रा मिमाथामुभयेष्वस्मे। नरो यद्वामश्विना स्तोममावन्सधस्तुतिमाजमीळ्हासो अग्मन्॥
4,44,7,इहेह यद्वां समना पपृक्षे सेयमस्मे सुमतिर्वाजरत्ना। उरुष्यतं जरितारं युवं ह श्रितः कामो नासत्या युवद्रिक्॥
4,45,1,एष स्य भानुरुदियर्ति युज्यते रथः परिज्मा दिवो अस्य सानवि। पृक्षासो अस्मिन्मिथुना अधि त्रयो दृतिस्तुरीयो मधुनो वि रप्शते॥
4,45,2,उद्वां पृक्षासो मधुमन्त ईरते रथा अश्वास उषसो व्युष्टिषु। अपोर्णुवन्तस्तम आ परीवृतं स्वर्ण शुक्रं तन्वन्त आ रजः॥
4,45,3,मध्वः पिबतं मधुपेभिरासभिरुत प्रियं मधुने युञ्जाथां रथम्। आ वर्तनिं मधुना जिन्वथस्पथो दृतिं वहेथे मधुमन्तमश्विना॥
4,45,4,हंसासो ये वां मधुमन्तो अस्रिधो हिरण्यपर्णा उहुव उषर्बुधः। उदप्रुतो मन्दिनो मन्दिनिस्पृशो मध्वो न मक्षः सवनानि गच्छथः॥
4,45,5,स्वध्वरासो मधुमन्तो अग्नय उस्रा जरन्ते प्रति वस्तोरश्विना। यन्निक्तहस्तस्तरणिर्विचक्षणः सोमं सुषाव मधुमन्तमद्रिभिः॥
4,45,6,आकेनिपासो अहभिर्दविध्वतः स्वर्ण शुक्रं तन्वन्त आ रजः। सूरश्चिदश्वान्युयुजान ईयते विश्वाँ अनु स्वधया चेतथस्पथः॥
4,45,7,प्र वामवोचमश्विना धियंधा रथः स्वश्वो अजरो यो अस्ति। येन सद्यः परि रजांसि याथो हविष्मन्तं तरणिं भोजमच्छ॥
4,46,1,अग्रं पिबा मधूनां सुतं वायो दिविष्टिषु। त्वं हि पूर्वपा असि॥
4,46,2,शतेना नो अभिष्टिभिर्नियुत्वाँ इन्द्रसारथिः। वायो सुतस्य तृम्पतम्॥
4,46,3,आ वां सहस्रं हरय इन्द्रवायू अभि प्रयः। वहन्तु सोमपीतये॥
4,46,4,रथं हिरण्यवन्धुरमिन्द्रवायू स्वध्वरम्। आ हि स्थाथो दिविस्पृशम्॥
4,46,5,रथेन पृथुपाजसा दाश्वांसमुप गच्छतम्। इन्द्रवायू इहा गतम्॥
4,46,6,इन्द्रवायू अयं सुतस्तं देवेभिः सजोषसा। पिबतं दाशुषो गृहे॥
4,46,7,इह प्रयाणमस्तु वामिन्द्रवायू विमोचनम्। इह वां सोमपीतये॥
4,47,1,वायो शुक्रो अयामि ते मध्वो अग्रं दिविष्टिषु। आ याहि सोमपीतये स्पार्हो देव नियुत्वता॥
4,47,2,इन्द्रश्च वायवेषां सोमानां पीतिमर्हथः। युवां हि यन्तीन्दवो निम्नमापो न सध्र्यक्॥
4,47,3,वायविन्द्रश्च शुष्मिणा सरथं शवसस्पती। नियुत्वन्ता न ऊतय आ यातं सोमपीतये॥
4,47,4,या वां सन्ति पुरुस्पृहो नियुतो दाशुषे नरा। अस्मे ता यज्ञवाहसेन्द्रवायू नि यच्छतम्॥
4,48,1,विहि होत्रा अवीता विपो न रायो अर्यः। वायवा चन्द्रेण रथेन याहि सुतस्य पीतये॥
4,48,2,निर्युवाणो अशस्तीर्नियुत्वाँ इन्द्रसारथिः। वायवा चन्द्रेण रथेन याहि सुतस्य पीतये॥
4,48,3,अनु कृष्णे वसुधिती येमाते विश्वपेशसा। वायवा चन्द्रेण रथेन याहि सुतस्य पीतये॥
4,48,4,वहन्तु त्वा मनोयुजो युक्तासो नवतिर्नव। वायवा चन्द्रेण रथेन याहि सुतस्य पीतये॥
4,48,5,वायो शतं हरीणां युवस्व पोष्याणाम्। उत वा ते सहस्रिणो रथ आ यातु पाजसा॥
4,49,1,इदं वामास्ये हविः प्रियमिन्द्राबृहस्पती। उक्थं मदश्च शस्यते॥
4,49,2,अयं वां परि षिच्यते सोम इन्द्राबृहस्पती। चारुर्मदाय पीतये॥
4,49,3,आ न इन्द्राबृहस्पती गृहमिन्द्रश्च गच्छतम्। सोमपा सोमपीतये॥
4,49,4,अस्मे इन्द्राबृहस्पती रयिं धत्तं शतग्विनम्। अश्वावन्तं सहस्रिणम्॥
4,49,5,इन्द्राबृहस्पती वयं सुते गीर्भिर्हवामहे। अस्य सोमस्य पीतये॥
4,49,6,सोममिन्द्राबृहस्पती पिबतं दाशुषो गृहे। मादयेथां तदोकसा॥
4,50,1,यस्तस्तम्भ सहसा वि ज्मो अन्तान्बृहस्पतिस्त्रिषधस्थो रवेण। तं प्रत्नास ऋषयो दीध्यानाः पुरो विप्रा दधिरे मन्द्रजिह्वम्॥
4,50,2,धुनेतयः सुप्रकेतं मदन्तो बृहस्पते अभि ये नस्ततस्रे। पृषन्तं सृप्रमदब्धमूर्वं बृहस्पते रक्षतादस्य योनिम्॥
4,50,3,बृहस्पते या परमा परावदत आ त ऋतस्पृशो नि षेदुः। तुभ्यं खाता अवता अद्रिदुग्धा मध्वः श्चोतन्त्यभितो विरप्शम्॥
4,50,4,बृहस्पतिः प्रथमं जायमानो महो ज्योतिषः परमे व्योमन्। सप्तास्यस्तुविजातो रवेण वि सप्तरश्मिरधमत्तमांसि॥
4,50,5,स सुष्टुभा स ऋक्वता गणेन वलं रुरोज फलिगं रवेण। बृहस्पतिरुस्रिया हव्यसूदः कनिक्रदद्वावशतीरुदाजत्॥
4,50,6,एवा पित्रे विश्वदेवाय वृष्णे यज्ञैर्विधेम नमसा हविर्भिः। बृहस्पते सुप्रजा वीरवन्तो वयं स्याम पतयो रयीणाम्॥
4,50,7,स इद्राजा प्रतिजन्यानि विश्वा शुष्मेण तस्थावभि वीर्येण। बृहस्पतिं यः सुभृतं बिभर्ति वल्गूयति वन्दते पूर्वभाजम्॥
4,50,8,स इत्क्षेति सुधित ओकसि स्वे तस्मा इळा पिन्वते विश्वदानीम्। तस्मै विशः स्वयमेवा नमन्ते यस्मिन्ब्रह्मा राजनि पूर्व एति॥
4,50,9,अप्रतीतो जयति सं धनानि प्रतिजन्यान्युत या सजन्या। अवस्यवे यो वरिवः कृणोति ब्रह्मणे राजा तमवन्ति देवाः॥
4,50,10,इन्द्रश्च सोमं पिबतं बृहस्पतेऽस्मिन्यज्ञे मन्दसाना वृषण्वसू। आ वां विशन्त्विन्दवः स्वाभुवोऽस्मे रयिं सर्ववीरं नि यच्छतम्॥
4,50,11,बृहस्पत इन्द्र वर्धतं नः सचा सा वां सुमतिर्भूत्वस्मे। अविष्टं धियो जिगृतं पुरंधीर्जजस्तमर्यो वनुषामरातीः॥
4,51,1,इदमु त्यत्पुरुतमं पुरस्ताज्ज्योतिस्तमसो वयुनावदस्थात्। नूनं दिवो दुहितरो विभातीर्गातुं कृणवन्नुषसो जनाय॥
4,51,2,अस्थुरु चित्रा उषसः पुरस्तान्मिता इव स्वरवोऽध्वरेषु। व्यू व्रजस्य तमसो द्वारोच्छन्तीरव्रञ्छुचयः पावकाः॥
4,51,3,उच्छन्तीरद्य चितयन्त भोजान्राधोदेयायोषसो मघोनीः। अचित्रे अन्तः पणयः ससन्त्वबुध्यमानास्तमसो विमध्ये॥
4,51,4,कुवित्स देवीः सनयो नवो वा यामो बभूयादुषसो वो अद्य। येना नवग्वे अङ्गिरे दशग्वे सप्तास्ये रेवती रेवदूष॥
4,51,5,यूयं हि देवीरृतयुग्भिरश्वैः परिप्रयाथ भुवनानि सद्यः। प्रबोधयन्तीरुषसः ससन्तं द्विपाच्चतुष्पाच्चरथाय जीवम्॥
4,51,6,क्व स्विदासां कतमा पुराणी यया विधाना विदधुरृभूणाम्। शुभं यच्छुभ्रा उषसश्चरन्ति न वि ज्ञायन्ते सदृशीरजुर्याः॥
4,51,7,ता घा ता भद्रा उषसः पुरासुरभिष्टिद्युम्ना ऋतजातसत्याः। यास्वीजानः शशमान उक्थैः स्तुवञ्छंसन्द्रविणं सद्य आप॥
4,51,8,ता आ चरन्ति समना पुरस्तात्समानतः समना पप्रथानाः। ऋतस्य देवीः सदसो बुधाना गवां न सर्गा उषसो जरन्ते॥
4,51,9,ता इन्न्वेव समना समानीरमीतवर्णा उषसश्चरन्ति। गूहन्तीरभ्वमसितं रुशद्भिः शुक्रास्तनूभिः शुचयो रुचानाः॥
4,51,10,रयिं दिवो दुहितरो विभातीः प्रजावन्तं यच्छतास्मासु देवीः। स्योनादा वः प्रतिबुध्यमानाः सुवीर्यस्य पतयः स्याम॥
4,51,11,तद्वो दिवो दुहितरो विभातीरुप ब्रुव उषसो यज्ञकेतुः। वयं स्याम यशसो जनेषु तद्द्यौश्च धत्तां पृथिवी च देवी॥
4,52,1,प्रति ष्या सूनरी जनी व्युच्छन्ती परि स्वसुः। दिवो अदर्शि दुहिता॥
4,52,2,अश्वेव चित्रारुषी माता गवामृतावरी। सखाभूदश्विनोरुषाः॥
4,52,3,उत सखास्यश्विनोरुत माता गवामसि। उतोषो वस्व ईशिषे॥
4,52,4,यावयद्द्वेषसं त्वा चिकित्वित्सूनृतावरि। प्रति स्तोमैरभुत्स्महि॥
4,52,5,प्रति भद्रा अदृक्षत गवां सर्गा न रश्मयः। ओषा अप्रा उरु ज्रयः॥
4,52,6,आपप्रुषी विभावरि व्यावर्ज्योतिषा तमः। उषो अनु स्वधामव॥
4,52,7,आ द्यां तनोषि रश्मिभिरान्तरिक्षमुरु प्रियम्। उषः शुक्रेण शोचिषा॥
4,53,1,तद्देवस्य सवितुर्वार्यं महद्वृणीमहे असुरस्य प्रचेतसः। छर्दिर्येन दाशुषे यच्छति त्मना तन्नो महाँ उदयान्देवो अक्तुभिः॥
4,53,2,दिवो धर्ता भुवनस्य प्रजापतिः पिशङ्गं द्रापिं प्रति मुञ्चते कविः। विचक्षणः प्रथयन्नापृणन्नुर्वजीजनत्सविता सुम्नमुक्थ्यम्॥
4,53,3,आप्रा रजांसि दिव्यानि पार्थिवा श्लोकं देवः कृणुते स्वाय धर्मणे। प्र बाहू अस्राक्सविता सवीमनि निवेशयन्प्रसुवन्नक्तुभिर्जगत्॥
4,53,4,अदाभ्यो भुवनानि प्रचाकशद्व्रतानि देवः सविताभि रक्षते। प्रास्राग्बाहू भुवनस्य प्रजाभ्यो धृतव्रतो महो अज्मस्य राजति॥
4,53,5,त्रिरन्तरिक्षं सविता महित्वना त्री रजांसि परिभुस्त्रीणि रोचना। तिस्रो दिवः पृथिवीस्तिस्र इन्वति त्रिभिर्व्रतैरभि नो रक्षति त्मना॥
4,53,6,बृहत्सुम्नः प्रसवीता निवेशनो जगतः स्थातुरुभयस्य यो वशी। स नो देवः सविता शर्म यच्छत्वस्मे क्षयाय त्रिवरूथमंहसः॥
4,53,7,आगन्देव ऋतुभिर्वर्धतु क्षयं दधातु नः सविता सुप्रजामिषम्। स नः क्षपाभिरहभिश्च जिन्वतु प्रजावन्तं रयिमस्मे समिन्वतु॥
4,54,1,अभूद्देवः सविता वन्द्यो नु न इदानीमह्न उपवाच्यो नृभिः। वि यो रत्ना भजति मानवेभ्यः श्रेष्ठं नो अत्र द्रविणं यथा दधत्॥
4,54,2,देवेभ्यो हि प्रथमं यज्ञियेभ्योऽमृतत्वं सुवसि भागमुत्तमम्। आदिद्दामानं सवितर्व्यूर्णुषेऽनूचीना जीविता मानुषेभ्यः॥
4,54,3,अचित्ती यच्चकृमा दैव्ये जने दीनैर्दक्षैः प्रभूती पूरुषत्वता। देवेषु च सवितर्मानुषेषु च त्वं नो अत्र सुवतादनागसः॥
4,54,4,न प्रमिये सवितुर्दैव्यस्य तद्यथा विश्वं भुवनं धारयिष्यति। यत्पृथिव्या वरिमन्ना स्वङ्गुरिर्वर्ष्मन्दिवः सुवति सत्यमस्य तत्॥
4,54,5,इन्द्रज्येष्ठान्बृहद्भ्यः पर्वतेभ्यः क्षयाँ एभ्यः सुवसि पस्त्यावतः। यथायथा पतयन्तो वियेमिर एवैव तस्थुः सवितः सवाय ते॥
4,54,6,ये ते त्रिरहन्सवितः सवासो दिवेदिवे सौभगमासुवन्ति। इन्द्रो द्यावापृथिवी सिन्धुरद्भिरादित्यैर्नो अदितिः शर्म यंसत्॥
4,55,1,को वस्त्राता वसवः को वरूता द्यावाभूमी अदिते त्रासीथां नः। सहीयसो वरुण मित्र मर्तात्को वोऽध्वरे वरिवो धाति देवाः॥
4,55,2,प्र ये धामानि पूर्व्याण्यर्चान्वि यदुच्छान्वियोतारो अमूराः। विधातारो वि ते दधुरजस्रा ऋतधीतयो रुरुचन्त दस्माः॥
